orf,label
YGL207W,ess
YGL201C,ess
YGL172W,ess
YGL171W,ess
YGL169W,ess
YGL155W,ess
YGL150C,ess
YGL142C,ess
YGL137W,ess
YGL130W,ess
YGL128C,ess
YGL123W,ess
YGL122C,ess
YGL116W,ess
YGL113W,ess
YGL111W,ess
YGL103W,ess
YGL099W,ess
YGL097W,ess
YGL093W,ess
YGL092W,ess
YGL091C,ess
YGL075C,ess
YGL073W,ess
YGL068W,ess
YGL065C,ess
YGL061C,ess
YGL048C,ess
YGL047W,ess
YGL044C,ess
YGL040C,ess
YGL030W,ess
YGL018C,ess
YGL011C,ess
YGL008C,ess
YGL001C,ess
YGR005C,ess
YGR009C,ess
YGR013W,ess
YGR024C,ess
YGR030C,ess
YGR046W,ess
YGR047C,ess
YGR048W,ess
YGR060W,ess
YGR065C,ess
YGR074W,ess
YGR075C,ess
YGR082W,ess
YGR083C,ess
YGR090W,ess
YGR091W,ess
YGR094W,ess
YGR095C,ess
YGR099W,ess
YGR103W,ess
YGR113W,ess
YGR116W,ess
YGR119C,ess
YGR120C,ess
YGR128C,ess
YGR140W,ess
YGR145W,ess
YGR147C,ess
YGR156W,ess
YGR158C,ess
YGR172C,ess
YGR179C,ess
YGR185C,ess
YGR186W,ess
YGR191W,ess
YGR198W,ess
YGR211W,ess
YGR218W,ess
YGR245C,ess
YGR246C,ess
YGR251W,ess
YGR253C,ess
YGR264C,ess
YGR267C,ess
YGR277C,ess
YGR278W,ess
YGR280C,ess
YHL015W,ess
YHR005C-A,ess
YHR019C,ess
YHR020W,ess
YHR024C,ess
YHR036W,ess
YHR040W,ess
YHR042W,ess
YHR058C,ess
YHR065C,ess
YHR068W,ess
YHR069C,ess
YHR070W,ess
YHR072W,ess
YHR074W,ess
YHR083W,ess
YHR085W,ess
YHR088W,ess
YHR101C,ess
YHR107C,ess
YHR118C,ess
YHR122W,ess
YHR143W-A,ess
YHR148W,ess
YHR164C,ess
YHR166C,ess
YHR170W,ess
YHR172W,ess
YHR186C,ess
YHR188C,ess
YHR190W,ess
YHR196W,ess
YHR197W,ess
YIL150C,ess
YIL147C,ess
YIL144W,ess
YIL142W,ess
YIL129C,ess
YIL118W,ess
YIL115C,ess
YIL109C,ess
YIL106W,ess
YIL104C,ess
YIL091C,ess
YIL083C,ess
YIL078W,ess
YIL075C,ess
YIL068C,ess
YIL063C,ess
YIL062C,ess
YIL061C,ess
YIL051C,ess
YIL048W,ess
YIL046W,ess
YIL031W,ess
YIL022W,ess
YIL019W,ess
YIL004C,ess
YIR006C,ess
YIR008C,ess
YIR010W,ess
YIR011C,ess
YIR012W,ess
YIR015W,ess
YIR022W,ess
YJL203W,ess
YJL194W,ess
YJL174W,ess
YJL173C,ess
YJL167W,ess
YJL156C,ess
YJL143W,ess
YJL125C,ess
YJL111W,ess
YJL109C,ess
YJL104W,ess
YJL091C,ess
YJL090C,ess
YJL087C,ess
YJL085W,ess
YJL076W,ess
YJL074C,ess
YJL072C,ess
YJL069C,ess
YJL061W,ess
YJL054W,ess
YJL050W,ess
YJL041W,ess
YJL034W,ess
YJL033W,ess
YJL031C,ess
YJL025W,ess
YJL019W,ess
YJL014W,ess
YJL011C,ess
YJL010C,ess
YJL008C,ess
YJL002C,ess
YJR002W,ess
YJR006W,ess
YJR007W,ess
YJR017C,ess
YJR022W,ess
YJR023C,ess
YJR041C,ess
YJR042W,ess
YJR045C,ess
YJR046W,ess
YJR064W,ess
YJR065C,ess
YJR067C,ess
YJR068W,ess
YJR072C,ess
YJR076C,ess
YJR093C,ess
YJR112W,ess
YJR123W,ess
YJR141W,ess
YKL210W,ess
YKL196C,ess
YKL195W,ess
YKL193C,ess
YKL192C,ess
YKL189W,ess
YKL186C,ess
YKL182W,ess
YKL180W,ess
YKL173W,ess
YKL172W,ess
YKL165C,ess
YKL154W,ess
YKL152C,ess
YKL145W,ess
YKL144C,ess
YKL141W,ess
YKL125W,ess
YKL122C,ess
YKL112W,ess
YKL108W,ess
YKL104C,ess
YKL099C,ess
YKL095W,ess
YKL089W,ess
YKL088W,ess
YKL082C,ess
YKL078W,ess
YKL060C,ess
YKL059C,ess
YKL058W,ess
YKL052C,ess
YKL045W,ess
YKL042W,ess
YKL035W,ess
YKL024C,ess
YKL022C,ess
YKL021C,ess
YKL019W,ess
YKL018W,ess
YKL014C,ess
YKL013C,ess
YKL012W,ess
YKL006C-A,ess
YKL004W,ess
YKR002W,ess
YKR008W,ess
YKR022C,ess
YKR025W,ess
YKR037C,ess
YKR038C,ess
YKR062W,ess
YKR063C,ess
YKR068C,ess
YKR071C,ess
YKR079C,ess
YKR081C,ess
YKR083C,ess
YKR086W,ess
YLL050C,ess
YLL036C,ess
YLL035W,ess
YLL034C,ess
YLL011W,ess
YLL008W,ess
YLL004W,ess
YLL003W,ess
YLR002C,ess
YLR005W,ess
YLR007W,ess
YLR008C,ess
YLR009W,ess
YLR010C,ess
YLR022C,ess
YLR026C,ess
YLR029C,ess
YLR033W,ess
YLR045C,ess
YLR051C,ess
YLR060W,ess
YLR066W,ess
YLR071C,ess
YLR075W,ess
YLR078C,ess
YLR086W,ess
YLR088W,ess
YLR100W,ess
YLR105C,ess
YLR106C,ess
YLR115W,ess
YLR116W,ess
YLR117C,ess
YLR129W,ess
YLR132C,ess
YLR141W,ess
YLR145W,ess
YLR147C,ess
YLR153C,ess
YLR163C,ess
YLR166C,ess
YLR167W,ess
YLR175W,ess
YLR186W,ess
YLR195C,ess
YLR196W,ess
YLR197W,ess
YLR208W,ess
YLR212C,ess
YLR215C,ess
YLR222C,ess
YLR223C,ess
YLR229C,ess
YLR243W,ess
YLR249W,ess
YLR259C,ess
YLR272C,ess
YLR274W,ess
YLR275W,ess
YLR276C,ess
YLR277C,ess
YLR291C,ess
YLR298C,ess
YLR310C,ess
YLR321C,ess
YLR323C,ess
YLR336C,ess
YLR340W,ess
YLR355C,ess
YLR359W,ess
YLR378C,ess
YLR397C,ess
YLR409C,ess
YLR424W,ess
YLR430W,ess
YLR438C-A,ess
YLR440C,ess
YLR459W,ess
YML130C,ess
YML127W,ess
YML126C,ess
YML125C,ess
YML114C,ess
YML105C,ess
YML098W,ess
YML093W,ess
YML092C,ess
YML085C,ess
YML077W,ess
YML065W,ess
YML064C,ess
YML049C,ess
YML046W,ess
YML043C,ess
YML025C,ess
YML023C,ess
YML015C,ess
YML010W,ess
YMR001C,ess
YMR005W,ess
YMR013C,ess
YMR028W,ess
YMR033W,ess
YMR047C,ess
YMR049C,ess
YMR059W,ess
YMR076C,ess
YMR079W,ess
YMR093W,ess
YMR094W,ess
YMR112C,ess
YMR113W,ess
YMR117C,ess
YMR128W,ess
YMR131C,ess
YMR134W,ess
YMR146C,ess
YMR168C,ess
YMR185W,ess
YMR197C,ess
YMR200W,ess
YMR203W,ess
YMR208W,ess
YMR211W,ess
YMR213W,ess
YMR218C,ess
YMR220W,ess
YMR227C,ess
YMR229C,ess
YMR235C,ess
YMR236W,ess
YMR239C,ess
YMR240C,ess
YMR260C,ess
YMR268C,ess
YMR270C,ess
YMR277W,ess
YMR281W,ess
YMR288W,ess
YMR290C,ess
YMR296C,ess
YMR298W,ess
YMR301C,ess
YMR308C,ess
YMR309C,ess
YMR314W,ess
YNL317W,ess
YNL313C,ess
YNL312W,ess
YNL310C,ess
YNL308C,ess
YNL306W,ess
YNL290W,ess
YNL287W,ess
YNL282W,ess
YNL272C,ess
YNL267W,ess
YNL262W,ess
YNL261W,ess
YNL260C,ess
YNL258C,ess
YNL251C,ess
YNL247W,ess
YNL245C,ess
YNL244C,ess
YNL240C,ess
YNL232W,ess
YNL222W,ess
YNL221C,ess
YNL216W,ess
YNL207W,ess
YNL189W,ess
YNL188W,ess
YNL182C,ess
YNL181W,ess
YNL178W,ess
YNL172W,ess
YNL163C,ess
YNL162W,ess
YNL161W,ess
YNL158W,ess
YNL152W,ess
YNL151C,ess
YNL149C,ess
YNL137C,ess
YNL132W,ess
YNL131W,ess
YNL126W,ess
YNL124W,ess
YNL118C,ess
YNL113W,ess
YNL112W,ess
YNL110C,ess
YNL103W,ess
YNL102W,ess
YNL088W,ess
YNL075W,ess
YNL062C,ess
YNL061W,ess
YNL039W,ess
YNL038W,ess
YNL026W,ess
YNL007C,ess
YNL006W,ess
YNL002C,ess
YNR003C,ess
YNR011C,ess
YNR016C,ess
YNR017W,ess
YNR026C,ess
YNR035C,ess
YNR038W,ess
YNR043W,ess
YNR046W,ess
YNR053C,ess
YNR054C,ess
YOL149W,ess
YOL146W,ess
YOL144W,ess
YOL139C,ess
YOL135C,ess
YOL133W,ess
YOL130W,ess
YOL127W,ess
YOL123W,ess
YOL120C,ess
YOL102C,ess
YOL097C,ess
YOL094C,ess
YOL078W,ess
YOL077C,ess
YOL069W,ess
YOL066C,ess
YOL040C,ess
YOL038W,ess
YOL034W,ess
YOL026C,ess
YOL022C,ess
YOL021C,ess
YOL010W,ess
YOL005C,ess
YOR004W,ess
YOR020C,ess
YOR046C,ess
YOR048C,ess
YOR056C,ess
YOR057W,ess
YOR060C,ess
YOR063W,ess
YOR074C,ess
YOR075W,ess
YOR077W,ess
YOR098C,ess
YOR103C,ess
YOR110W,ess
YOR116C,ess
YOR117W,ess
YOR119C,ess
YOR122C,ess
YOR143C,ess
YOR145C,ess
YOR148C,ess
YOR149C,ess
YOR151C,ess
YOR157C,ess
YOR159C,ess
YOR160W,ess
YOR168W,ess
YOR174W,ess
YOR176W,ess
YOR181W,ess
YOR194C,ess
YOR207C,ess
YOR210W,ess
YOR217W,ess
YOR224C,ess
YOR232W,ess
YOR236W,ess
YOR244W,ess
YOR249C,ess
YOR250C,ess
YOR256C,ess
YOR257W,ess
YOR259C,ess
YOR260W,ess
YOR261C,ess
YOR262W,ess
YOR272W,ess
YOR278W,ess
YOR281C,ess
YOR294W,ess
YOR310C,ess
YOR319W,ess
YOR326W,ess
YOR329C,ess
YOR335C,ess
YOR336W,ess
YOR340C,ess
YOR353C,ess
YOR361C,ess
YOR362C,ess
YOR370C,ess
YOR372C,ess
YOR373W,ess
YPL266W,ess
YPL255W,ess
YPL243W,ess
YPL242C,ess
YPL237W,ess
YPL235W,ess
YPL233W,ess
YPL228W,ess
YPL218W,ess
YPL211W,ess
YPL210C,ess
YPL209C,ess
YPL190C,ess
YPL175W,ess
YPL169C,ess
YPL160W,ess
YPL153C,ess
YPL151C,ess
YPL146C,ess
YPL143W,ess
YPL131W,ess
YPL128C,ess
YPL126W,ess
YPL124W,ess
YPL122C,ess
YPL117C,ess
YPL094C,ess
YPL085W,ess
YPL083C,ess
YPL082C,ess
YPL076W,ess
YPL075W,ess
YPL063W,ess
YPL043W,ess
YPL028W,ess
YPL020C,ess
YPL012W,ess
YPL010W,ess
YPL007C,ess
YPR010C,ess
YPR016C,ess
YPR019W,ess
YPR025C,ess
YPR033C,ess
YPR034W,ess
YPR035W,ess
YPR041W,ess
YPR048W,ess
YPR055W,ess
YPR056W,ess
YPR082C,ess
YPR085C,ess
YPR086W,ess
YPR088C,ess
YPR094W,ess
YPR103W,ess
YPR104C,ess
YPR105C,ess
YPR107C,ess
YPR108W,ess
YPR110C,ess
YPR112C,ess
YPR113W,ess
YPR133C,ess
YPR137W,ess
YPR143W,ess
YPR144C,ess
YPR161C,ess
YPR162C,ess
YPR165W,ess
YPR168W,ess
YPR169W,ess
YPR175W,ess
YPR176C,ess
YPR178W,ess
YPR180W,ess
YPR181C,ess
YPR182W,ess
YPR183W,ess
YPR186C,ess
YPR187W,ess
YPR190C,ess
YGR027C,non_ess
YBL007C,non_ess
YGR088W,non_ess
YGL056C,non_ess
YML085C,ess
YDR421W,non_ess
YKL146W,non_ess
YEL068C,non_ess
YMR069W,non_ess
YKL135C,non_ess
YLL055W,non_ess
YOL110W,non_ess
YNL317W,ess
YLR168C,non_ess
YOL139C,ess
YGR275W,non_ess
YJL052W,non_ess
YOL087C,non_ess
YER053C,non_ess
YGR189C,non_ess
YCR035C,ess
YJL023C,non_ess
YDL087C,ess
YNL203C,non_ess
YDR454C,ess
YML005W,non_ess
YNL197C,non_ess
YNL091W,non_ess
YAL014C,non_ess
YDR003W-A,non_ess
YBR203W,non_ess
YHR071W,non_ess
YMR126C,non_ess
YLR381W,non_ess
YNL282W,ess
YMR071C,non_ess
YLR307W,non_ess
YGL014W,non_ess
YIL041W,non_ess
YFR004W,ess
YKL224C,non_ess
YML008C,non_ess
YKL112W,ess
YIR002C,non_ess
YML004C,non_ess
YDR545W,non_ess
YKL163W,non_ess
YJL075C,non_ess
YDR066C,non_ess
YER073W,non_ess
YGR063C,non_ess
YJL013C,non_ess
YJR045C,ess
YML078W,non_ess
YDR536W,non_ess
YCL056C,non_ess
YDR507C,non_ess
YAL047W-A,non_ess
YJR159W,non_ess
YGL181W,non_ess
YML106W,non_ess
YMR213W,ess
YBR118W,non_ess
YML104C,non_ess
YJL205C,non_ess
YGR217W,non_ess
YDR502C,non_ess
YBL079W,non_ess
YER180C,non_ess
YML043C,ess
YDL235C,ess
YDR205W,non_ess
YIL129C,ess
YKL183W,non_ess
YKL093W,non_ess
YBR024W,non_ess
YIL016W,non_ess
YDL116W,non_ess
YNR012W,non_ess
YNL106C,non_ess
YGR161C,non_ess
YLR360W,non_ess
YMR323W,non_ess
YMR049C,ess
YLR053C,non_ess
YER001W,non_ess
YBR098W,non_ess
YOL137W,non_ess
YER118C,non_ess
YJR098C,non_ess
YOL103W,non_ess
YIL041W,non_ess
YHR100C,non_ess
YKR037C,ess
YLR439W,non_ess
YHR142W,non_ess
YML052W,non_ess
YNL026W,ess
YJR140C,non_ess
YEL016C,non_ess
YMR007W,non_ess
YHR143W,non_ess
YAR071W,non_ess
YBR123C,ess
YGL208W,non_ess
YIL078W,ess
YLR384C,non_ess
YNR061C,non_ess
YKL189W,ess
YDL153C,ess
YDR487C,ess
YMR315W,non_ess
YDR286C,non_ess
YKR040C,non_ess
YFL021C-A,non_ess
YER133W,ess
YJR031C,non_ess
YDR194C,non_ess
YGR118W,non_ess
YER188W,non_ess
YKL081W,non_ess
YHL013C,non_ess
YBL108C-A,non_ess
YGR031W,non_ess
YFL012W,non_ess
YER027C,non_ess
YML133W-A,non_ess
YCL009C,non_ess
YAL014C,non_ess
YMR239C,ess
YJR101W,non_ess
YFL055W,non_ess
YBR164C,non_ess
YNL062C,ess
YLR255C,non_ess
YBR001C,non_ess
YJL132W,non_ess
YLR133W,non_ess
YLR175W,ess
YCR024C-A,non_ess
YKR042W,non_ess
YMR198W,non_ess
YJL095W,non_ess
YER015W,non_ess
YAL033W,ess
YGL188C-A,non_ess
YGR172C,ess
YNL207W,ess
YFL015W-A,non_ess
YDR246W-A,non_ess
YDR011W,non_ess
YGR072W,non_ess
YIL092W,non_ess
YER032W,non_ess
YKR099W,non_ess
YAR030C,non_ess
YGL044C,ess
YDL024C,non_ess
YIL149C,non_ess
YBR056W-A,non_ess
YMR206W,non_ess
YIL007C,non_ess
YER078C,non_ess
YBL059W,non_ess
YKL065W-A,non_ess
YIL106W,ess
YMR252C,non_ess
YOL090W,non_ess
YAL054C,non_ess
YDL036C,non_ess
YLR073C,non_ess
YLR288C,non_ess
YDR504C,non_ess
YDR046C,non_ess
YGL238W,ess
YCR037C,non_ess
YNL292W,non_ess
YAL009W,non_ess
YNR039C,non_ess
YDL168W,non_ess
YLR437C,non_ess
YIL010W,non_ess
YLR146W-A,non_ess
YDR507C,non_ess
YBL075C,non_ess
YDR071C,non_ess
YNL328C,non_ess
YML052W,non_ess
YLR333C,non_ess
YER020W,non_ess
YDL187C,non_ess
YJR070C,non_ess
YBL059W,non_ess
YLR031W,non_ess
YDR185C,non_ess
YDR528W,non_ess
YGL235W,non_ess
YDL051W,non_ess
YLR174W,non_ess
YMR031C,non_ess
YNL293W,non_ess
YHR056W-A,non_ess
YGR224W,non_ess
YLR248W,non_ess
YHR059W,non_ess
YDL141W,ess
YBL035C,ess
YLR351C,non_ess
YOL156W,non_ess
YJL093C,non_ess
YBR286W,non_ess
YGL029W,non_ess
YIL070C,non_ess
YMR220W,ess
YNR049C,non_ess
YGR065C,ess
YFL010W-A,non_ess
YJR162C,non_ess
YGR197C,non_ess
YMR182C,non_ess
YIR004W,non_ess
YMR009W,non_ess
YIL093C,non_ess
YKL186C,ess
YBL048W,non_ess
YML092C,ess
YNL087W,non_ess
YLR292C,non_ess
YGR257C,non_ess
YMR244W,non_ess
YOL148C,non_ess
YCR050C,non_ess
YNR059W,non_ess
YBR296C,non_ess
YBL109W,non_ess
YBR260C,non_ess
YJL079C,non_ess
YMR207C,non_ess
YDR516C,non_ess
YJR119C,non_ess
YDR168W,ess
YNL292W,non_ess
YDL069C,non_ess
YHR045W,non_ess
YKL160W,non_ess
YDL222C,non_ess
YIL086C,non_ess
YAL002W,non_ess
YGR204C-A,non_ess
YGR296W,non_ess
YIL030C,non_ess
YAL032C,ess
YHR182C-A,non_ess
YCL051W,non_ess
YLR154W-F,non_ess
YIL096C,non_ess
YMR102C,non_ess
YKR069W,non_ess
YER084W,non_ess
YML096W,non_ess
YOL053W,non_ess
YLR167W,ess
YDL172C,non_ess
YML011C,non_ess
YIR038C,non_ess
YGL219C,non_ess
YNL264C,non_ess
YGL180W,non_ess
YNL087W,non_ess
YGR177C,non_ess
YGL109W,non_ess
YGR197C,non_ess
YMR052C-A,non_ess
YOL130W,ess
YDR244W,non_ess
YHR113W,non_ess
YDR360W,non_ess
YGR234W,non_ess
YML113W,non_ess
YER068C-A,non_ess
YBR118W,non_ess
YJR044C,non_ess
YGL232W,non_ess
YMR194W,non_ess
YDR371W,non_ess
YKR044W,non_ess
YKL062W,non_ess
YBR202W,ess
YGR095C,ess
YLR466W,non_ess
YBR057C,non_ess
YCR085W,non_ess
YBL112C,non_ess
YMR062C,non_ess
YLR005W,ess
YMR292W,non_ess
YNL097W-A,non_ess
YMR066W,non_ess
YLR071C,ess
YBL059W,non_ess
YJR005W,non_ess
YKL193C,ess
YBR188C,non_ess
YDR284C,non_ess
YGR223C,non_ess
YLR098C,non_ess
YAR023C,non_ess
YKR012C,non_ess
YKL138C,non_ess
YHR143W-A,ess
YBR208C,non_ess
YER087W,non_ess
YDR516C,non_ess
YNL118C,ess
YIL018W,non_ess
YKL074C,non_ess
YAL042C-A,non_ess
YNR042W,non_ess
YGL221C,non_ess
YDR263C,non_ess
YFR027W,ess
YER020W,non_ess
YGL117W,non_ess
YDR247W,non_ess
YEL016C,non_ess
YER056C,non_ess
YGR004W,non_ess
YNL307C,non_ess
YFR006W,non_ess
YBR285W,non_ess
YER006W,ess
YJR005C-A,non_ess
YIL066C,non_ess
YLR016C,non_ess
YBL037W,non_ess
YMR038C,non_ess
YCR102C,non_ess
YOL132W,non_ess
YGL148W,non_ess
YFR036W-A,non_ess
YNL277W-A,non_ess
YGR046W,ess
YLR056W,non_ess
YGR112W,non_ess
YKR034W,non_ess
YDR271C,non_ess
YIL136W,non_ess
YLR164W,non_ess
YAL060W,non_ess
YIL047C,non_ess
YAL026C-A,non_ess
YGR039W,non_ess
YHR209W,non_ess
YCL005W,non_ess
YDR028C,non_ess
YGL063W,non_ess
YEL033W,non_ess
YNL116W,non_ess
YDL107W,non_ess
YIL054W,non_ess
YDR363W-A,non_ess
YGL150C,ess
YNL113W,ess
YJL150W,non_ess
YMR099C,non_ess
YLR136C,non_ess
YNL315C,non_ess
YKL072W,non_ess
YGL061C,ess
YER129W,non_ess
YDR347W,non_ess
YKL185W,non_ess
YMR306C-A,non_ess
YBL086C,non_ess
YER076W-A,non_ess
YDR363W,non_ess
YLR359W,ess
YLL012W,non_ess
YLR022C,ess
YIL053W,non_ess
YDL077C,non_ess
YIL133C,non_ess
YNL141W,non_ess
YJR052W,non_ess
YKR029C,non_ess
YAL032C,ess
YHR132W-A,non_ess
YGR226C,non_ess
YNR039C,non_ess
YBR284W,non_ess
YDL195W,ess
YJR123W,ess
YIR016W,non_ess
YDR312W,non_ess
YHR071C-A,non_ess
YJL187C,non_ess
YLR246W,non_ess
YDR224C,ess
YDR393W,non_ess
YLR146W-A,non_ess
YBR118W,non_ess
YGR249W,non_ess
YLR222C-A,non_ess
YML089C,non_ess
YKL064W,non_ess
YKL016C,non_ess
YDL233W,non_ess
YJR042W,ess
YER115C,non_ess
YBL098W,non_ess
YKL013C,ess
YCR095C,non_ess
YER104W,ess
YML057C-A,non_ess
YNL095C,non_ess
YER058W,non_ess
YMR153W,non_ess
YDR016C,ess
YLR237W,non_ess
YDR354C-A,non_ess
YHR169W,non_ess
YAL027W,non_ess
YNR071C,non_ess
YHR038W,non_ess
YDR116C,non_ess
YJR136C,non_ess
YDL094C,non_ess
YER094C,ess
YLR204W,non_ess
YBL016W,non_ess
YGR082W,ess
YOL097W-A,non_ess
YEL058W,ess
YEL023C,non_ess
YGL043W,non_ess
YER110C,non_ess
YMR309C,ess
YJL078C,non_ess
YAL062W,non_ess
YDL047W,non_ess
YDR485C,non_ess
YKL177W,non_ess
YAL036C,non_ess
YER157W,ess
YDR112W,non_ess
YHL015W-A,non_ess
YML078W,non_ess
YMR091C,non_ess
YDR386W,non_ess
YHR061C,non_ess
YMR279C,non_ess
YJL073W,non_ess
YDR234W,non_ess
YLR347W-A,non_ess
YBL044W,non_ess
YGL246C,non_ess
YLR437C-A,non_ess
YBR165W,non_ess
YGR246C,ess
YGR249W,non_ess
YFR011C,non_ess
YBL070C,non_ess
YLR154C,non_ess
YDR354W,non_ess
YER041W,non_ess
YDR336W,non_ess
YNL219C,non_ess
YER128W,non_ess
YOL164W-A,non_ess
YJR002W,ess
YJL042W,non_ess
YAL002W,non_ess
YJR114W,non_ess
YMR224C,non_ess
YLR269C,non_ess
YDL245C,non_ess
YNL199C,non_ess
YHR103W,non_ess
YDR163W,non_ess
YML072C,non_ess
YGL144C,non_ess
YNL261W,ess
YMR290C,ess
YKR102W,non_ess
YBR130C,non_ess
YDL225W,non_ess
YLR408C,non_ess
YGL119W,non_ess
YBR211C,ess
YJR137C,non_ess
YDR124W,non_ess
YFL045C,ess
YHL038C,non_ess
YLR258W,non_ess
YER153C,non_ess
YGL241W,non_ess
YJR106W,non_ess
YCR027C,non_ess
YJL107C,non_ess
YNL119W,non_ess
YGR137W,non_ess
YKL042W,ess
YBL103C,non_ess
YIL165C,non_ess
YNL327W,non_ess
YBR257W,ess
YLR154C-H,non_ess
YCL057W,non_ess
YDR395W,non_ess
YJR018W,non_ess
YCL064C,non_ess
YMR150C,non_ess
YNL247W,ess
YMR301C,ess
YLR355C,ess
YDL064W,ess
YMR311C,non_ess
YMR047C,ess
YHR074W,ess
YGR258C,non_ess
YOL140W,non_ess
YFL028C,non_ess
YNL098C,non_ess
YLL020C,non_ess
YHL006C,non_ess
YDL085C-A,non_ess
YNL112W,ess
YBR013C,non_ess
YBR062C,non_ess
YOL149W,ess
YEL002C,ess
YLR074C,non_ess
YNR021W,non_ess
YMR158W-B,non_ess
YKL033W-A,non_ess
