hits_count,reads_count,hits_count_pro,orf_len,insertion_index,reads_by_len,NI,HFI,orf,label
71,2400,11,2141,0.033162073797290983,1.120971508640822,0.40051227192599176,0.0733302195235871,YAL054C,non_ess
48,1342,1,2351,0.020416843896214374,0.5708209272649937,0.2674521833209493,0.16035729476818375,YAL053W,non_ess
66,1041,9,3143,0.020999045497931912,0.3312122176264715,0.25490508007211793,0.09608654152083997,YAL051W,non_ess
23,354,5,740,0.031081081081081083,0.4783783783783784,0.39933638996139004,0.18243243243243246,YAL049C,non_ess
14,134,0,1988,0.007042253521126761,0.06740442655935612,0.08466013472137171,0.2761569416498994,YAL048C,non_ess
0,0,1,329,0.0,0.0,0.0,1.0,YAL047W-A,non_ess
9,74,1,1868,0.004817987152034261,0.03961456102783726,0.05966891780596278,0.4288008565310493,YAL047C,non_ess
7,24,12,356,0.01966292134831461,0.06741573033707865,0.30866542720879475,0.4353932584269663,YAL046C,non_ess
6,209,5,308,0.01948051948051948,0.6785714285714286,0.3444828552742222,1.0,YAL045C,non_ess
8,57,15,332,0.024096385542168683,0.1716867469879518,0.43546849267573895,0.4427710843373494,YAL044W-A,non_ess
5,51,9,512,0.009765625,0.099609375,0.16855145027624308,0.228515625,YAL044C,non_ess
10,62,1,2357,0.0042426813746287645,0.026304624522698345,0.05902469754824442,0.4857870173949936,YAL043C,ess
8,73,2,377,0.021220159151193636,0.19363395225464192,0.32409542774834904,0.4509283819628647,YAL042C-A,non_ess
29,419,3,1247,0.02325581395348837,0.3360064153969527,0.3674694638051204,0.2991178829190056,YAL042W,non_ess
5,32,0,2564,0.0019500780031201247,0.0124804992199688,0.03377233303617859,0.78198127925117,YAL041W,ess
18,588,0,1742,0.010332950631458095,0.3375430539609644,0.18289322617680828,0.3352468427095293,YAL040C,non_ess
17,207,6,809,0.021013597033374538,0.2558714462299135,0.3740009582747833,0.18046971569839307,YAL039C,non_ess
9,92,0,1502,0.005992010652463382,0.061251664447403466,0.10655506943123454,0.3675099866844208,YAL038W,ess
4,39,2,974,0.004106776180698152,0.04004106776180698,0.0731710178938105,1.0,YAL037C-B,non_ess
6,72,4,92,0.06521739130434782,0.7826086956521741,1.181006173650335,0.35869565217391297,YAL037C-A,non_ess
26,518,0,803,0.0323785803237858,0.6450809464508095,0.5981821899221204,0.3300124533001245,YAL037W,non_ess
21,390,2,1109,0.018935978358881875,0.351668169522092,0.3498351345167759,0.1848512173128945,YAL036C,non_ess
3,53,0,869,0.0034522439585730727,0.060989643268124276,0.06401370192950999,0.7031070195627158,YAL034W-A,ess
31,660,13,1241,0.0249798549556809,0.5318291700241741,0.6624028670765174,0.16921837228041905,YAL034C,non_ess
1,1,1,521,0.001919385796545105,0.001919385796545105,0.05351887396033269,0.8502879078694817,YAL033W,ess
12,231,0,1139,0.010535557506584723,0.20280948200175591,0.2931363941537985,0.31431079894644426,YAL032C,ess
2,7,4,308,0.006493506493506494,0.022727272727272728,0.16923701298701302,0.5454545454545454,YAL031W-A,non_ess
30,1272,5,2282,0.013146362839614371,0.5574057843996494,0.34262708150744964,0.15600350569675722,YAL031C,non_ess
6,77,7,466,0.012875536480686695,0.16523605150214593,0.3030126255260636,0.4184549356223176,YAL030W,non_ess
50,924,0,4415,0.01132502831257078,0.20928652321630806,0.3263931236751169,0.10804077010192524,YAL029C,non_ess
17,393,2,1586,0.010718789407313998,0.24779319041614126,0.4218362282878412,0.3656998738965952,YAL028W,non_ess
14,384,0,785,0.017834394904458598,0.489171974522293,0.6571052053591039,0.2547770700636943,YAL027W,non_ess
4,100,0,437,0.009153318077803205,0.2288329519450801,0.3372524264183697,1.0,YAL026C-A,non_ess
9,74,0,4067,0.0022129333661175315,0.018195229899188592,0.06812503470101605,0.30956478977133023,YAL026C,non_ess
23,292,2,4307,0.005340143951706525,0.06779661016949153,0.18415064827147973,0.2528442071047133,YAL024C,non_ess
18,308,0,2279,0.007898200965335674,0.13514699429574376,0.2277739246132288,0.2676612549363756,YAL023C,non_ess
20,426,2,1553,0.0128783000643915,0.2743077913715389,0.39203401727548537,0.1133290405666452,YAL022C,non_ess
9,72,3,2513,0.0035813768404297647,0.028651014723438117,0.09632552237797416,0.4651810584958218,YAL021C,non_ess
22,302,4,1001,0.02197802197802198,0.3016983016983017,0.5639560439560439,0.28471528471528473,YAL020C,non_ess
15,336,3,569,0.02636203866432337,0.5905096660808435,0.6993693786829318,0.7381370826010545,YAL019W-A,non_ess
19,116,3,3395,0.0055964653902798225,0.034167893961708384,0.13865243004418262,0.20117820324005886,YAL019W,non_ess
10,96,0,977,0.010235414534288641,0.09825997952917093,0.2568906272846908,0.31218014329580346,YAL018C,non_ess
48,455,1,4070,0.011793611793611792,0.1117936117936118,0.3360107214652669,0.07567567567567568,YAL017W,non_ess
7,123,3,185,0.03783783783783784,0.6648648648648648,1.1505505505505509,0.6270270270270271,YAL016C-B,non_ess
1,2,0,314,0.0031847133757961785,0.006369426751592357,0.09683887709365416,0.5509554140127388,YAL016C-A,non_ess
5,19,0,1907,0.002621919244887257,0.009963293130571578,0.08467256855547672,0.5663345568956476,YAL016W,non_ess
18,365,11,1199,0.01501251042535446,0.30442035029190995,0.4238578878036994,0.1834862385321101,YAL015C,non_ess
10,278,4,767,0.01303780964797914,0.3624511082138201,0.31282277044988915,0.6284224250325945,YAL014C,non_ess
5,67,2,1217,0.004108463434675432,0.05505341002465078,0.08235792262673353,0.6606409202958093,YAL013W,non_ess
9,100,0,1184,0.007601351351351352,0.08445945945945946,0.14010840330621885,0.3327702702702703,YAL012W,non_ess
8,205,7,1877,0.004262120404901438,0.10921683537559937,0.08477507033433343,0.2663825253063399,YAL011W,non_ess
1,1,0,1481,0.0006752194463200541,0.0006752194463200541,0.013430351706409849,0.7326130992572586,YAL010C,non_ess
1,6,4,779,0.0012836970474967909,0.007702182284980746,0.02452264314949026,0.9589216944801028,YAL009W,non_ess
29,692,4,596,0.04865771812080537,1.1610738255033557,0.9247198448371404,0.19798657718120805,YAL008W,non_ess
7,54,2,647,0.010819165378670788,0.08346213292117466,0.20497932244454656,0.43740340030911895,YAL007C,non_ess
42,916,3,1928,0.021784232365145227,0.475103734439834,0.4201982261902421,0.2598547717842324,YAL005C,non_ess
15,198,0,647,0.023183925811437404,0.3060278207109737,0.4246259810026861,1.0,YAL004W,non_ess
1,3,0,986,0.0010141987829614604,0.003042596348884381,0.01937119675456389,0.7596348884381339,YAL003W,ess
44,5023,2,3824,0.011506276150627616,1.3135460251046025,0.22700300197539314,0.20005230125523013,YAL002W,non_ess
50,1214,9,1619,0.03088326127239037,0.7498455836936381,1.8348290520655453,0.13094502779493514,YAR002W,non_ess
18,939,9,659,0.02731411229135053,1.424886191198786,2.0336598151469167,0.15629742033383914,YAR002C-A,non_ess
33,365,1,1280,0.02578125,0.28515625,2.2142127403846152,0.16953125,YAR003W,non_ess
0,0,0,1865,0.0,0.0,0.0,1.0,YAR007C,ess
6,49,0,827,0.007255139056831924,0.0592503022974607,0.5282816068789467,0.373639661426844,YAR008W,ess
9,109,1,2129,0.004227336777829967,0.05119774542038516,0.4155119774542038,0.4448097698449977,YAR014C,non_ess
1,99,0,920,0.0010869565217391304,0.10760869565217393,0.0904891304347826,0.5858695652173913,YAR015W,non_ess
5,44,1,1307,0.003825554705432288,0.03366488140780413,0.2414145724206933,0.5003825554705432,YAR018C,non_ess
18,193,0,2924,0.006155950752393982,0.06600547195622435,0.3110220832519054,0.3970588235294117,YAR019C,ess
0,0,0,332,0.0,0.0,0.0,1.0,YAR019W-A,non_ess
5,19,1,167,0.02994011976047904,0.11377245508982035,1.1326211213935764,0.32335329341317365,YAR020C,non_ess
10,65,2,539,0.01855287569573284,0.12059369202226344,0.7236942010709169,0.4452690166975881,YAR023C,non_ess
10,125,0,707,0.014144271570014143,0.1768033946251768,0.4706420119363853,0.24186704384724186,YAR027W,non_ess
19,417,2,704,0.026988636363636364,0.5923295454545454,0.8980304185144125,0.19886363636363635,YAR028W,non_ess
1,3,0,224,0.004464285714285714,0.013392857142857142,0.14081671779141106,0.6830357142857143,YAR029W,non_ess
3,14,3,341,0.00879765395894428,0.04105571847507331,0.2806613532914741,0.8181818181818182,YAR030C,non_ess
14,201,1,896,0.015625,0.22433035714285715,0.5218654725609756,0.27455357142857145,YAR031W,non_ess
1,18,2,704,0.0014204545454545455,0.02556818181818182,0.04593363367401829,0.9900568181818182,YAR033W,non_ess
192,5570,19,2063,0.0930683470673776,2.699951526902569,3.8292726484169695,0.10033931168201647,YAR035W,non_ess
4,39,9,80,0.05,0.4875,2.6051980198019806,0.3875,YAR035C-A,non_ess
54,872,3,3566,0.01514301738642737,0.24453168816601234,0.8417868427336284,0.10544026920919798,YAR042W,non_ess
0,0,0,320,0.0,0.0,0.0,1.0,YAR047C,non_ess
11,306,0,4613,0.002384565358768697,0.06633427270756558,0.6805214858086034,0.52742250162584,YAR050W,non_ess
0,0,1,296,0.0,0.0,0.0,1.0,YAR053W,non_ess
0,0,0,335,0.0,0.0,0.0,1.0,YAR060C,non_ess
6,159,0,299,0.020066889632107024,0.5317725752508361,9.230769230769232,0.5752508361204013,YAR064W,non_ess
0,0,0,611,0.0,0.0,0.0,1.0,YAR066W,non_ess
2,9,0,485,0.004123711340206186,0.01855670103092784,1.7198625429553265,0.6103092783505155,YAR068W,non_ess
0,0,0,293,0.0,0.0,0.0,1.0,YAR069C,non_ess
2,95,0,299,0.006688963210702341,0.3177257525083612,2.473721930243669,0.9030100334448159,YAR070C,non_ess
6,87,0,1403,0.004276550249465432,0.06200997861724875,1.498059713312743,0.6008553100498931,YAR071W,non_ess
1,2,0,1211,0.0008257638315441782,0.0016515276630883564,0.2297152643973453,1.0,YAR073W,non_ess
6,65,0,473,0.012684989429175477,0.13742071881606766,3.251923890063425,0.5348837209302325,YAR075W,non_ess
0,0,0,2378,0.0,0.0,0.0,1.0,YBL113C,non_ess
0,0,0,482,0.0,0.0,0.0,1.0,YBL113W-A,non_ess
0,0,0,317,0.0,0.0,0.0,1.0,YBL112C,non_ess
0,0,0,2102,0.0,0.0,0.0,1.0,YBL111C,non_ess
15,89,0,335,0.04477611940298507,0.2656716417910448,2.1032222067233923,0.5074626865671642,YBL109W,non_ess
1,6,0,128,0.0078125,0.046875,0.369669976635514,0.828125,YBL108C-A,non_ess
8,111,0,305,0.026229508196721308,0.3639344262295082,1.1839828003224941,0.5901639344262295,YBL108W,non_ess
0,0,0,104,0.0,0.0,0.0,1.0,YBL107W-A,non_ess
17,450,13,590,0.0288135593220339,0.7627118644067796,1.3006251736593497,0.2152542372881356,YBL107C,non_ess
27,383,2,3032,0.008905013192612138,0.1263192612137203,0.3327855812509701,0.13060686015831136,YBL106C,non_ess
16,224,0,3455,0.004630969609261939,0.06483357452966715,0.16402360945893724,0.1829232995658466,YBL105C,ess
54,1402,17,3116,0.017329910141206675,0.4499358151476252,0.4501233214579337,0.09114249037227216,YBL104C,non_ess
16,284,0,1460,0.010958904109589041,0.19452054794520549,0.389898071804194,0.2678082191780822,YBL103C,non_ess
5,294,2,647,0.0077279752704791345,0.4544049459041731,0.3250723063032733,0.5285935085007728,YBL102W,non_ess
70,1362,2,3353,0.020876826722338204,0.4062033999403519,0.9789938478023908,0.10140172979421412,YBL101C,non_ess
5,161,11,119,0.04201680672268908,1.3529411764705883,2.0146162730495045,0.3445378151260504,YBL100W-C,non_ess
0,0,0,314,0.0,0.0,0.0,1.0,YBL100C,non_ess
7,31,0,1637,0.0042761148442272455,0.018937080024434942,0.2508420374468823,0.4459376908979841,YBL099W,non_ess
23,529,2,1382,0.016642547033285094,0.3827785817655572,1.9155571635311144,0.17510853835021709,YBL098W,non_ess
9,92,0,2264,0.003975265017667844,0.04063604240282685,0.4342480123674912,0.6002650176678446,YBL097W,ess
21,416,0,308,0.06818181818181818,1.3506493506493509,5.520138089758341,0.301948051948052,YBL096C,non_ess
15,366,9,812,0.018472906403940892,0.4507389162561576,1.4715189873417722,0.4421182266009852,YBL095W,non_ess
3,39,4,332,0.009036144578313251,0.11746987951807228,0.6639850541406129,1.0,YBL094C,non_ess
8,52,1,662,0.012084592145015106,0.07854984894259819,0.8128800336532946,0.2960725075528701,YBL093C,non_ess
0,0,0,725,0.0,0.0,0.0,1.0,YBL092W,ess
13,282,5,615,0.02113821138211382,0.4585365853658537,1.0766156814110517,0.24227642276422764,YBL091C-A,non_ess
14,159,1,1265,0.011067193675889328,0.12569169960474308,0.5193532159540065,0.2237154150197629,YBL091C,non_ess
4,24,0,533,0.0075046904315197,0.0450281425891182,0.33375405082722154,0.4240150093808631,YBL090W,non_ess
20,282,4,1379,0.014503263234227704,0.20449601160261055,0.5843343737848262,0.21682378535170413,YBL089W,non_ess
93,1668,3,8363,0.011120411335645104,0.1994499581489896,0.3997833827277372,0.08932201363147196,YBL088C,non_ess
1,3,0,917,0.0010905125408942203,0.003271537622682661,0.03090145437662632,0.8037077426390403,YBL087C,non_ess
2,7,1,1400,0.0014285714285714286,0.005,0.0407258064516129,0.7621428571428571,YBL086C,non_ess
27,1583,0,2942,0.009177430319510536,0.5380693405846363,0.2896065793307197,0.20292318150917746,YBL085W,non_ess
4,16,0,2276,0.0017574692442882249,0.007029876977152899,0.05545938660359158,0.6379613356766256,YBL084C,ess
2,8,1,425,0.004705882352941176,0.018823529411764704,0.16343297974927673,0.3858823529411765,YBL083C,non_ess
17,111,2,1376,0.012354651162790695,0.0806686046511628,0.4342989969820699,0.4600290697674418,YBL082C,non_ess
13,168,2,1106,0.01175406871609403,0.1518987341772152,0.3890310060424293,0.2965641952983725,YBL081W,non_ess
9,148,0,1625,0.005538461538461538,0.09107692307692307,0.1899395604395604,0.35200000000000004,YBL080C,non_ess
12,143,1,4508,0.002661934338952973,0.03172138420585625,0.07431686072831972,0.2661934338952973,YBL079W,non_ess
0,0,0,353,0.0,0.0,0.0,1.0,YBL078C,non_ess
3,56,0,3218,0.0009322560596643877,0.01740211311373524,0.025631215040397764,0.4751398384089496,YBL076C,ess
36,449,10,1949,0.018471010774756286,0.23037455105182145,0.4765520779887122,0.13853258081067213,YBL075C,non_ess
15,337,1,1067,0.014058106841611996,0.3158388003748828,0.3367717366803887,0.4329896907216495,YBL074C,ess
2,2,0,917,0.0021810250817884407,0.0021810250817884407,0.052247974269425616,0.4656488549618321,YBL072C,non_ess
0,0,0,98,0.0,0.0,0.0,1.0,YBL071C-B,non_ess
4,86,3,248,0.016129032258064516,0.3467741935483871,0.3843010752688172,0.6411290322580645,YBL071W-A,non_ess
2,30,6,308,0.006493506493506494,0.0974025974025974,0.13944599704093374,0.9902597402597404,YBL071C,non_ess
13,68,5,320,0.040625,0.2125,0.8486693548387096,0.2625,YBL070C,non_ess
32,300,3,1289,0.02482544608223429,0.2327385570209465,0.5226548701781027,0.2009309542280838,YBL069W,non_ess
2,8,5,236,0.00847457627118644,0.03389830508474576,0.1760674261368899,1.0,YBL068W-A,non_ess
12,308,2,980,0.012244897959183671,0.3142857142857143,0.25439946470391434,0.16326530612244894,YBL068W,non_ess
6,131,3,2243,0.0026749888542131075,0.05840392331698618,0.05563118531569399,0.30093624609897457,YBL067C,non_ess
29,362,5,3446,0.008415554265815438,0.10504933255948927,0.17150899593731864,0.17730702263493905,YBL066C,non_ess
7,15,2,344,0.020348837209302327,0.0436046511627907,0.45515560875513,0.6686046511627907,YBL065W,non_ess
25,533,6,785,0.03184713375796178,0.6789808917197452,0.7217122517796928,0.16050955414012738,YBL064C,non_ess
39,663,3,3335,0.011694152923538231,0.19880059970014996,0.2609567943301077,0.2368815592203898,YBL063W,non_ess
10,390,4,380,0.02631578947368421,1.0263157894736843,0.5430622009569378,1.0,YBL062W,non_ess
26,634,2,2090,0.012440191387559809,0.3033492822966507,0.2649028989586265,0.2076555023923445,YBL061C,non_ess
36,433,8,2063,0.0174503150751333,0.20988851187590887,0.37063633276346003,1.0,YBL060W,non_ess
1,7,0,414,0.0024154589371980675,0.016908212560386472,0.05130319072000925,0.961352657004831,YBL059C-A,non_ess
1,13,0,650,0.0015384615384615385,0.02,0.0339143135345667,1.0,YBL059W,non_ess
10,162,0,1271,0.007867820613690008,0.12745869394177814,0.17739957540141268,0.38630999213217937,YBL058W,non_ess
14,143,8,626,0.02236421725239616,0.2284345047923323,0.5140939054474866,0.3722044728434505,YBL057C,non_ess
18,426,3,1406,0.012802275960170695,0.3029871977240398,0.3239461980301421,0.16927453769559034,YBL056W,non_ess
25,362,7,1256,0.019904458598726117,0.2882165605095541,0.4597929936305733,0.23646496815286625,YBL055C,non_ess
31,864,2,1577,0.019657577679137603,0.5478757133798351,0.4493026247523461,0.20545339251743816,YBL054W,non_ess
5,74,9,374,0.013368983957219251,0.19786096256684493,0.3239239063732796,0.2834224598930481,YBL053W,non_ess
20,306,3,2495,0.008016032064128256,0.12264529058116233,0.19422451460297646,0.4112224448897796,YBL052C,non_ess
10,83,0,2006,0.004985044865403789,0.04137587238285145,0.1033479647637175,0.3659022931206381,YBL051C,non_ess
6,13,0,994,0.006036217303822936,0.0130784708249497,0.13983426626107354,0.613682092555332,YBL050W,ess
5,33,2,416,0.01201923076923077,0.07932692307692307,0.2478643941895015,0.4302884615384616,YBL049W,non_ess
4,101,1,311,0.012861736334405145,0.3247588424437299,0.2670001190901513,0.5884244372990354,YBL048W,non_ess
51,822,3,4145,0.012303980699638116,0.1983112183353438,0.2328411537463163,1.0,YBL047C,non_ess
43,1121,6,1325,0.03245283018867925,0.8460377358490566,0.6421404268481288,0.12226415094339622,YBL046W,non_ess
1,4,0,1373,0.0007283321194464676,0.0029133284777858705,0.01406059344879447,0.9949016751638748,YBL045C,non_ess
46,2618,5,368,0.125,7.1141304347826075,2.4508928571428568,0.12228260869565218,YBL044W,non_ess
22,468,5,773,0.028460543337645538,0.6054333764553687,0.5647273565010898,0.1332470892626132,YBL043W,non_ess
43,521,2,1919,0.022407503908285567,0.2714955706096925,0.43457472908258943,0.1422615945805107,YBL042C,non_ess
3,10,0,725,0.00413793103448276,0.013793103448275862,0.07623342175066312,0.5296551724137931,YBL041W,ess
2,4,0,756,0.002645502645502645,0.005291005291005291,0.048595058303796165,0.4735449735449736,YBL040C,ess
1,1,1,179,0.00558659217877095,0.00558659217877095,0.10551577622157528,0.5642458100558659,YBL039W-B,non_ess
8,47,0,1739,0.004600345025876941,0.027027027027027032,0.08905072212545903,0.3289246693502013,YBL039C,non_ess
0,0,0,83,0.0,0.0,0.0,1.0,YBL039C-A,non_ess
2,21,0,698,0.0028653295128939827,0.03008595988538682,0.05248661735634482,1.0,YBL038W,non_ess
39,532,2,3077,0.012674683132921676,0.1728956776080598,0.2648854831260797,0.17549561260968474,YBL037W,non_ess
13,169,14,773,0.01681759379042691,0.2186287192755498,0.31736426991612066,0.4191461836998706,YBL036C,non_ess
7,34,0,2117,0.0033065658951346244,0.01606046291922532,0.08681910847027821,0.3868682097307511,YBL035C,ess
14,119,0,4541,0.003083021360933715,0.026205681567936574,0.06131667570804755,0.4126844307421273,YBL034C,ess
5,71,0,1037,0.004821600771456124,0.06846673095467695,0.09522661523625844,0.4927675988428158,YBL033C,non_ess
17,101,2,1145,0.0148471615720524,0.08820960698689956,0.3394552480286513,0.2611353711790393,YBL032W,non_ess
16,86,2,1016,0.015748031496062992,0.08464566929133857,0.4197383693572168,0.2017716535433071,YBL031W,non_ess
12,799,8,284,0.04225352112676056,2.813380281690141,1.1444668008048289,0.426056338028169,YBL029C-A,non_ess
42,1017,2,1130,0.03716814159292035,0.9,1.0126452713508902,0.2884955752212389,YBL029W,non_ess
7,203,11,320,0.021875,0.634375,0.6184262948207171,0.415625,YBL028C,non_ess
0,0,0,953,0.0,0.0,0.0,1.0,YBL027W,non_ess
1,1,0,415,0.002409638554216868,0.002409638554216868,0.06887460154519423,0.8457831325301205,YBL026W,ess
0,0,0,437,0.0,0.0,0.0,1.0,YBL025W,non_ess
22,387,4,2054,0.010710808179162607,0.188412852969815,0.3155814290745613,0.2682570593962999,YBL024W,non_ess
10,121,0,3401,0.002940311673037342,0.03557777124375184,0.15858296364029975,0.44751543663628346,YBL022C,non_ess
2,3,1,434,0.004608294930875576,0.0069124423963133645,0.16844112505959002,0.8018433179723502,YBL021C,non_ess
6,112,0,1724,0.0034802784222737818,0.06496519721577726,0.06407909617694038,0.7569605568445475,YBL020W,ess
24,428,6,1562,0.015364916773367475,0.2740076824583867,0.2806158458511602,0.28104993597951344,YBL019W,non_ess
1,52,0,476,0.0021008403361344537,0.1092436974789916,0.03377504848093083,0.8340336134453782,YBL018C,ess
80,1149,3,4739,0.016881198565098118,0.24245621439122175,0.33664906925716953,0.056763030175142434,YBL017C,non_ess
39,617,2,1061,0.03675777568331762,0.5815268614514609,0.6310084825636192,0.11404335532516495,YBL016W,non_ess
73,1650,8,1580,0.04620253164556962,1.0443037974683544,0.7931434599156119,0.10063291139240506,YBL015W,non_ess
44,550,6,1205,0.036514522821576766,0.4564315352697095,0.6891829118713955,0.12033195020746887,YBL013W,non_ess
14,264,2,401,0.034912718204488775,0.6583541147132169,0.6820752995559879,0.2394014962593516,YBL012C,non_ess
30,854,3,2279,0.013163668275559457,0.37472575691092586,0.2577769566522713,0.15269855199648968,YBL011W,non_ess
8,129,4,842,0.009501187648456056,0.15320665083135393,0.2628115870805689,0.3871733966745843,YBL010C,non_ess
35,636,6,2030,0.017241379310344827,0.3133004926108374,0.4973098557104426,0.12610837438423644,YBL009W,non_ess
5,65,2,239,0.02092050209205021,0.2719665271966527,0.5605163792223696,0.3598326359832636,YBL008W-A,non_ess
25,156,1,2522,0.009912767644726407,0.061855670103092786,0.42337110843928266,0.2549563838223632,YBL008W,non_ess
11,262,6,3734,0.0029459025174076053,0.07016604177825388,0.2892508034279593,0.2560257096946974,YBL007C,non_ess
9,309,4,542,0.016605166051660517,0.5701107011070111,2.058788996980879,0.4114391143911439,YBL006C,non_ess
7,296,1,149,0.04697986577181208,1.9865771812080537,5.809354026845639,1.0,YBL006W-A,non_ess
34,656,4,2930,0.01160409556313993,0.2238907849829352,1.7817561278312133,0.18293515358361773,YBL005W,non_ess
7,309,2,398,0.017587939698492462,0.7763819095477387,0.38059784215193615,0.4170854271356784,YBL003C,non_ess
21,255,6,395,0.05316455696202532,0.6455696202531646,0.9289620253164556,0.2075949367088608,YBL002W,non_ess
32,1256,8,314,0.10191082802547773,4.0,1.6033061372302582,0.1910828025477707,YBL001C,non_ess
110,3481,10,2342,0.04696840307429547,1.4863364645602049,0.7166420991367822,0.06105892399658412,YBR001C,non_ess
7,326,0,860,0.00813953488372093,0.3790697674418605,0.13142318159327065,0.9093023255813952,YBR002C,ess
2,37,0,1421,0.0014074595355383533,0.026038001407459536,0.022803839070477783,0.9859254046446164,YBR003W,non_ess
3,21,0,1301,0.0023059185242121447,0.016141429669485008,0.039347454062912415,0.8124519600307456,YBR004C,ess
12,526,2,641,0.0187207488299532,0.8205928237129485,0.3209087631239804,0.3166926677067083,YBR005W,non_ess
75,2439,0,1493,0.05023442732752847,1.6336235766912257,0.9719159604603178,0.12726054922973878,YBR006W,non_ess
44,879,7,2210,0.01990950226244344,0.397737556561086,0.5982228342842154,0.16561085972850678,YBR007C,non_ess
67,1169,2,1646,0.04070473876063183,0.7102065613608749,1.8844914224519635,1.0,YBR008C,non_ess
1,3,0,311,0.003215434083601286,0.00964630225080386,0.16189368543476773,0.8617363344051447,YBR009C,non_ess
6,25,5,410,0.014634146341463415,0.06097560975609756,0.6500174216027875,0.4536585365853658,YBR010W,non_ess
1,10,0,863,0.0011587485515643105,0.011587485515643106,0.05482079354297359,0.6929316338354577,YBR011C,ess
4,46,0,419,0.00954653937947494,0.10978520286396183,0.4568754893544766,0.6754176610978521,YBR012C,non_ess
7,91,3,389,0.017994858611825194,0.2339331619537275,0.9132788861842256,0.3624678663239074,YBR013C,non_ess
8,50,0,611,0.01309328968903437,0.08183306055646483,0.5982831757907746,0.5237315875613748,YBR014C,non_ess
15,200,1,1793,0.008365867261572783,0.11154489682097044,0.4162290581699394,0.2364751812604573,YBR015C,non_ess
10,186,1,386,0.02590673575129533,0.4818652849740933,1.2711396333605112,0.43005181347150256,YBR016W,non_ess
7,79,0,2756,0.0025399129172714078,0.028664731494920177,0.10255783831293117,0.6455007256894051,YBR017C,non_ess
24,350,0,1901,0.012624934245134141,0.1841136244082062,0.3542211727192041,0.1599158337716991,YBR021W,non_ess
12,193,3,533,0.0225140712945591,0.3621013133208255,0.6287079204238332,0.2326454033771107,YBR022W,non_ess
31,475,2,3497,0.008864741206748641,0.13583071203889047,0.2537582768269737,0.14869888475836432,YBR023C,non_ess
19,400,0,905,0.020994475138121547,0.4419889502762431,0.5786204587309559,0.16022099447513813,YBR024W,non_ess
4,76,1,1184,0.0033783783783783786,0.06418918918918919,0.08740786240786241,1.0,YBR025C,non_ess
3,76,3,1142,0.002626970227670753,0.06654991243432573,0.06999198867235533,0.4527145359019265,YBR026C,non_ess
11,52,1,332,0.03313253012048193,0.1566265060240964,0.8941907982808428,0.24096385542168675,YBR027C,non_ess
9,74,2,1577,0.00570703868103995,0.04692454026632848,0.16404256306355075,0.2726696258719087,YBR028C,non_ess
6,66,0,1373,0.0043699927166788045,0.048069919883466865,0.10906064074308792,0.40786598689002185,YBR029C,ess
12,61,2,1658,0.007237635705669481,0.0367913148371532,0.18059241388553812,0.206875753920386,YBR030W,non_ess
3,32,2,1088,0.002757352941176471,0.029411764705882356,0.05767710309930425,0.9540441176470588,YBR031W,non_ess
46,3540,9,302,0.15231788079470202,11.72185430463576,3.3762838935399233,0.12251655629139073,YBR032W,non_ess
