orf,label
YGL207W,ess
YGL201C,ess
YGL172W,ess
YGL171W,ess
YGL169W,ess
YGL155W,ess
YGL150C,ess
YGL142C,ess
YGL137W,ess
YGL130W,ess
YGL128C,ess
YGL123W,ess
YGL122C,ess
YGL116W,ess
YGL113W,ess
YGL111W,ess
YGL103W,ess
YGL099W,ess
YGL097W,ess
YGL093W,ess
YGL092W,ess
YGL091C,ess
YGL075C,ess
YGL073W,ess
YGL068W,ess
YGL065C,ess
YGL061C,ess
YGL048C,ess
YGL047W,ess
YGL044C,ess
YGL040C,ess
YGL030W,ess
YGL018C,ess
YGL011C,ess
YGL008C,ess
YGL001C,ess
YGR005C,ess
YGR009C,ess
YGR013W,ess
YGR024C,ess
YGR030C,ess
YGR046W,ess
YGR047C,ess
YGR048W,ess
YGR060W,ess
YGR065C,ess
YGR074W,ess
YGR075C,ess
YGR082W,ess
YGR083C,ess
YGR090W,ess
YGR091W,ess
YGR094W,ess
YGR095C,ess
YGR099W,ess
YGR103W,ess
YGR113W,ess
YGR116W,ess
YGR119C,ess
YGR120C,ess
YGR128C,ess
YGR140W,ess
YGR145W,ess
YGR147C,ess
YGR156W,ess
YGR158C,ess
YGR172C,ess
YGR179C,ess
YGR185C,ess
YGR186W,ess
YGR191W,ess
YGR198W,ess
YGR211W,ess
YGR218W,ess
YGR245C,ess
YGR246C,ess
YGR251W,ess
YGR253C,ess
YGR264C,ess
YGR267C,ess
YGR277C,ess
YGR278W,ess
YGR280C,ess
YHL015W,ess
YHR005C-A,ess
YHR019C,ess
YHR020W,ess
YHR024C,ess
YHR036W,ess
YHR040W,ess
YHR042W,ess
YHR058C,ess
YHR065C,ess
YHR068W,ess
YHR069C,ess
YHR070W,ess
YHR072W,ess
YHR074W,ess
YHR083W,ess
YHR085W,ess
YHR088W,ess
YHR101C,ess
YHR107C,ess
YHR118C,ess
YHR122W,ess
YHR143W-A,ess
YHR148W,ess
YHR164C,ess
YHR166C,ess
YHR170W,ess
YHR172W,ess
YHR186C,ess
YHR188C,ess
YHR190W,ess
YHR196W,ess
YHR197W,ess
YIL150C,ess
YIL147C,ess
YIL144W,ess
YIL142W,ess
YIL129C,ess
YIL118W,ess
YIL115C,ess
YIL109C,ess
YIL106W,ess
YIL104C,ess
YIL091C,ess
YIL083C,ess
YIL078W,ess
YIL075C,ess
YIL068C,ess
YIL063C,ess
YIL062C,ess
YIL061C,ess
YIL051C,ess
YIL048W,ess
YIL046W,ess
YIL031W,ess
YIL022W,ess
YIL019W,ess
YIL004C,ess
YIR006C,ess
YIR008C,ess
YIR010W,ess
YIR011C,ess
YIR012W,ess
YIR015W,ess
YIR022W,ess
YJL203W,ess
YJL194W,ess
YJL174W,ess
YJL173C,ess
YJL167W,ess
YJL156C,ess
YJL143W,ess
YJL125C,ess
YJL111W,ess
YJL109C,ess
YJL104W,ess
YJL091C,ess
YJL090C,ess
YJL087C,ess
YJL085W,ess
YJL076W,ess
YJL074C,ess
YJL072C,ess
YJL069C,ess
YJL061W,ess
YJL054W,ess
YJL050W,ess
YJL041W,ess
YJL034W,ess
YJL033W,ess
YJL031C,ess
YJL025W,ess
YJL019W,ess
YJL014W,ess
YJL011C,ess
YJL010C,ess
YJL008C,ess
YJL002C,ess
YJR002W,ess
YJR006W,ess
YJR007W,ess
YJR017C,ess
YJR022W,ess
YJR023C,ess
YJR041C,ess
YJR042W,ess
YJR045C,ess
YJR046W,ess
YJR064W,ess
YJR065C,ess
YJR067C,ess
YJR068W,ess
YJR072C,ess
YJR076C,ess
YJR093C,ess
YJR112W,ess
YJR123W,ess
YJR141W,ess
YKL210W,ess
YKL196C,ess
YKL195W,ess
YKL193C,ess
YKL192C,ess
YKL189W,ess
YKL186C,ess
YKL182W,ess
YKL180W,ess
YKL173W,ess
YKL172W,ess
YKL165C,ess
YKL154W,ess
YKL152C,ess
YKL145W,ess
YKL144C,ess
YKL141W,ess
YKL125W,ess
YKL122C,ess
YKL112W,ess
YKL108W,ess
YKL104C,ess
YKL099C,ess
YKL095W,ess
YKL089W,ess
YKL088W,ess
YKL082C,ess
YKL078W,ess
YKL060C,ess
YKL059C,ess
YKL058W,ess
YKL052C,ess
YKL045W,ess
YKL042W,ess
YKL035W,ess
YKL024C,ess
YKL022C,ess
YKL021C,ess
YKL019W,ess
YKL018W,ess
YKL014C,ess
YKL013C,ess
YKL012W,ess
YKL006C-A,ess
YKL004W,ess
YKR002W,ess
YKR008W,ess
YKR022C,ess
YKR025W,ess
YKR037C,ess
YKR038C,ess
YKR062W,ess
YKR063C,ess
YKR068C,ess
YKR071C,ess
YKR079C,ess
YKR081C,ess
YKR083C,ess
YKR086W,ess
YLL050C,ess
YLL036C,ess
YLL035W,ess
YLL034C,ess
YLL011W,ess
YLL008W,ess
YLL004W,ess
YLL003W,ess
YLR002C,ess
YLR005W,ess
YLR007W,ess
YLR008C,ess
YLR009W,ess
YLR010C,ess
YLR022C,ess
YLR026C,ess
YLR029C,ess
YLR033W,ess
YLR045C,ess
YLR051C,ess
YLR060W,ess
YLR066W,ess
YLR071C,ess
YLR075W,ess
YLR078C,ess
YLR086W,ess
YLR088W,ess
YLR100W,ess
YLR105C,ess
YLR106C,ess
YLR115W,ess
YLR116W,ess
YLR117C,ess
YLR129W,ess
YLR132C,ess
YLR141W,ess
YLR145W,ess
YLR147C,ess
YLR153C,ess
YLR163C,ess
YLR166C,ess
YLR167W,ess
YLR175W,ess
YLR186W,ess
YLR195C,ess
YLR196W,ess
YLR197W,ess
YLR208W,ess
YLR212C,ess
YLR215C,ess
YLR222C,ess
YLR223C,ess
YLR229C,ess
YLR243W,ess
YLR249W,ess
YLR259C,ess
YLR272C,ess
YLR274W,ess
YLR275W,ess
YLR276C,ess
YLR277C,ess
YLR291C,ess
YLR298C,ess
YLR310C,ess
YLR321C,ess
YLR323C,ess
YLR336C,ess
YLR340W,ess
YLR355C,ess
YLR359W,ess
YLR378C,ess
YLR397C,ess
YLR409C,ess
YLR424W,ess
YLR430W,ess
YLR438C-A,ess
YLR440C,ess
YLR459W,ess
YML130C,ess
YML127W,ess
YML126C,ess
YML125C,ess
YML114C,ess
YML105C,ess
YML098W,ess
YML093W,ess
YML092C,ess
YML085C,ess
YML077W,ess
YML065W,ess
YML064C,ess
YML049C,ess
YML046W,ess
YML043C,ess
YML025C,ess
YML023C,ess
YML015C,ess
YML010W,ess
YMR001C,ess
YMR005W,ess
YMR013C,ess
YMR028W,ess
YMR033W,ess
YMR047C,ess
YMR049C,ess
YMR059W,ess
YMR076C,ess
YMR079W,ess
YMR093W,ess
YMR094W,ess
YMR112C,ess
YMR113W,ess
YMR117C,ess
YMR128W,ess
YMR131C,ess
YMR134W,ess
YMR146C,ess
YMR168C,ess
YMR185W,ess
YMR197C,ess
YMR200W,ess
YMR203W,ess
YMR208W,ess
YMR211W,ess
YMR213W,ess
YMR218C,ess
YMR220W,ess
YMR227C,ess
YMR229C,ess
YMR235C,ess
YMR236W,ess
YMR239C,ess
YMR240C,ess
YMR260C,ess
YMR268C,ess
YMR270C,ess
YMR277W,ess
YMR281W,ess
YMR288W,ess
YMR290C,ess
YMR296C,ess
YMR298W,ess
YMR301C,ess
YMR308C,ess
YMR309C,ess
YMR314W,ess
YNL317W,ess
YNL313C,ess
YNL312W,ess
YNL310C,ess
YNL308C,ess
YNL306W,ess
YNL290W,ess
YNL287W,ess
YNL282W,ess
YNL272C,ess
YNL267W,ess
YNL262W,ess
YNL261W,ess
YNL260C,ess
YNL258C,ess
YNL251C,ess
YNL247W,ess
YNL245C,ess
YNL244C,ess
YNL240C,ess
YNL232W,ess
YNL222W,ess
YNL221C,ess
YNL216W,ess
YNL207W,ess
YNL189W,ess
YNL188W,ess
YNL182C,ess
YNL181W,ess
YNL178W,ess
YNL172W,ess
YNL163C,ess
YNL162W,ess
YNL161W,ess
YNL158W,ess
YNL152W,ess
YNL151C,ess
YNL149C,ess
YNL137C,ess
YNL132W,ess
YNL131W,ess
YNL126W,ess
YNL124W,ess
YNL118C,ess
YNL113W,ess
YNL112W,ess
YNL110C,ess
YNL103W,ess
YNL102W,ess
YNL088W,ess
YNL075W,ess
YNL062C,ess
YNL061W,ess
YNL039W,ess
YNL038W,ess
YNL026W,ess
YNL007C,ess
YNL006W,ess
YNL002C,ess
YNR003C,ess
YNR011C,ess
YNR016C,ess
YNR017W,ess
YNR026C,ess
YNR035C,ess
YNR038W,ess
YNR043W,ess
YNR046W,ess
YNR053C,ess
YNR054C,ess
YOL149W,ess
YOL146W,ess
YOL144W,ess
YOL139C,ess
YOL135C,ess
YOL133W,ess
YOL130W,ess
YOL127W,ess
YOL123W,ess
YOL120C,ess
YOL102C,ess
YOL097C,ess
YOL094C,ess
YOL078W,ess
YOL077C,ess
YOL069W,ess
YOL066C,ess
YOL040C,ess
YOL038W,ess
YOL034W,ess
YOL026C,ess
YOL022C,ess
YOL021C,ess
YOL010W,ess
YOL005C,ess
YOR004W,ess
YOR020C,ess
YOR046C,ess
YOR048C,ess
YOR056C,ess
YOR057W,ess
YOR060C,ess
YOR063W,ess
YOR074C,ess
YOR075W,ess
YOR077W,ess
YOR098C,ess
YOR103C,ess
YOR110W,ess
YOR116C,ess
YOR117W,ess
YOR119C,ess
YOR122C,ess
YOR143C,ess
YOR145C,ess
YOR148C,ess
YOR149C,ess
YOR151C,ess
YOR157C,ess
YOR159C,ess
YOR160W,ess
YOR168W,ess
YOR174W,ess
YOR176W,ess
YOR181W,ess
YOR194C,ess
YOR207C,ess
YOR210W,ess
YOR217W,ess
YOR224C,ess
YOR232W,ess
YOR236W,ess
YOR244W,ess
YOR249C,ess
YOR250C,ess
YOR256C,ess
YOR257W,ess
YOR259C,ess
YOR260W,ess
YOR261C,ess
YOR262W,ess
YOR272W,ess
YOR278W,ess
YOR281C,ess
YOR294W,ess
YOR310C,ess
YOR319W,ess
YOR326W,ess
YOR329C,ess
YOR335C,ess
YOR336W,ess
YOR340C,ess
YOR353C,ess
YOR361C,ess
YOR362C,ess
YOR370C,ess
YOR372C,ess
YOR373W,ess
YPL266W,ess
YPL255W,ess
YPL243W,ess
YPL242C,ess
YPL237W,ess
YPL235W,ess
YPL233W,ess
YPL228W,ess
YPL218W,ess
YPL211W,ess
YPL210C,ess
YPL209C,ess
YPL190C,ess
YPL175W,ess
YPL169C,ess
YPL160W,ess
YPL153C,ess
YPL151C,ess
YPL146C,ess
YPL143W,ess
YPL131W,ess
YPL128C,ess
YPL126W,ess
YPL124W,ess
YPL122C,ess
YPL117C,ess
YPL094C,ess
YPL085W,ess
YPL083C,ess
YPL082C,ess
YPL076W,ess
YPL075W,ess
YPL063W,ess
YPL043W,ess
YPL028W,ess
YPL020C,ess
YPL012W,ess
YPL010W,ess
YPL007C,ess
YPR010C,ess
YPR016C,ess
YPR019W,ess
YPR025C,ess
YPR033C,ess
YPR034W,ess
YPR035W,ess
YPR041W,ess
YPR048W,ess
YPR055W,ess
YPR056W,ess
YPR082C,ess
YPR085C,ess
YPR086W,ess
YPR088C,ess
YPR094W,ess
YPR103W,ess
YPR104C,ess
YPR105C,ess
YPR107C,ess
YPR108W,ess
YPR110C,ess
YPR112C,ess
YPR113W,ess
YPR133C,ess
YPR137W,ess
YPR143W,ess
YPR144C,ess
YPR161C,ess
YPR162C,ess
YPR165W,ess
YPR168W,ess
YPR169W,ess
YPR175W,ess
YPR176C,ess
YPR178W,ess
YPR180W,ess
YPR181C,ess
YPR182W,ess
YPR183W,ess
YPR186C,ess
YPR187W,ess
YPR190C,ess
YMR135W-A,non_ess
YAR023C,non_ess
YOR034C,non_ess
YPL247C,non_ess
YIL119C,non_ess
YNL142W,non_ess
YBL031W,non_ess
YAR035W,non_ess
YLR191W,non_ess
YJR025C,non_ess
YPR185W,non_ess
YLR220W,non_ess
YNL210W,non_ess
YDL240C-A,non_ess
YHR139C-A,non_ess
YGL038C,non_ess
YDR340W,non_ess
YBR213W,non_ess
YPL173W,non_ess
YPR145C-A,non_ess
YMR247C,non_ess
YGR042W,non_ess
YHR201C,non_ess
YMR193W,non_ess
YHR213W-B,non_ess
YCR023C,non_ess
YER102W,non_ess
YJR086W,non_ess
YER163C,non_ess
YGL081W,non_ess
YFL004W,non_ess
YMR297W,non_ess
YEL041W,non_ess
YLL015W,non_ess
YDL116W,non_ess
YMR014W,non_ess
YJL157C,non_ess
YOL159C-A,non_ess
YPR134W,non_ess
YMR127C,non_ess
YER037W,non_ess
YMR052W,non_ess
YMR170C,non_ess
YBR220C,non_ess
YIR023W,non_ess
YBR065C,non_ess
YLR137W,non_ess
YDL236W,non_ess
YLR334C,non_ess
YOR299W,non_ess
YHR109W,non_ess
YBL101C,non_ess
YNL154C,non_ess
YLL048C,non_ess
YCR106W,non_ess
YEL073C,non_ess
YLL020C,non_ess
YDL219W,non_ess
YBL108C-A,non_ess
YBR191W-A,non_ess
YHR046C,non_ess
YDL089W,non_ess
YLR055C,non_ess
YER088C-A,non_ess
YLL062C,non_ess
YIR027C,non_ess
YNL041C,non_ess
YGR236C,non_ess
YJR070C,non_ess
YLR169W,non_ess
YPL174C,non_ess
YJL053W,non_ess
YAL037W,non_ess
YOL037C,non_ess
YDR490C,non_ess
YIL140W,non_ess
YKR044W,non_ess
YBR139W,non_ess
YDR374W-A,non_ess
YDR197W,non_ess
YGL260W,non_ess
YBR146W,non_ess
YDL159W,non_ess
YDR231C,non_ess
YML001W,non_ess
YGR036C,non_ess
YDR518W,non_ess
YGR150C,non_ess
YJR055W,non_ess
YBR056W-A,non_ess
YMR081C,non_ess
YLR023C,non_ess
YER063W,non_ess
YBL089W,non_ess
YPL054W,non_ess
YML123C,non_ess
YPL198W,non_ess
YGR263C,non_ess
YDL062W,non_ess
YJL022W,non_ess
YDL167C,non_ess
YBL046W,non_ess
YBR150C,non_ess
YFL001W,non_ess
YBR196C-A,non_ess
YLR437C-A,non_ess
YFR026C,non_ess
YBR115C,non_ess
YKR027W,non_ess
YNL173C,non_ess
YLR418C,non_ess
YIL145C,non_ess
YPL073C,non_ess
YIL166C,non_ess
YMR012W,non_ess
YOL118C,non_ess
YBL024W,non_ess
YDL211C,non_ess
YDR322W,non_ess
YBR048W,non_ess
YGL256W,non_ess
YOL047C,non_ess
YAL007C,non_ess
YGR064W,non_ess
YDR282C,non_ess
YBL096C,non_ess
YOL019W-A,non_ess
YKL185W,non_ess
YNL269W,non_ess
YBR008C,non_ess
YFL042C,non_ess
YDR110W,non_ess
YLR133W,non_ess
YMR004W,non_ess
YMR160W,non_ess
YMR172C-A,non_ess
YNL056W,non_ess
YDL248W,non_ess
YBR109W-A,non_ess
YDR273W,non_ess
YKL015W,non_ess
YLR315W,non_ess
YBR074W,non_ess
YML030W,non_ess
YDR351W,non_ess
YGL187C,non_ess
YLR113W,non_ess
YGR152C,non_ess
YDR465C,non_ess
YAL047C,non_ess
YJR070C,non_ess
YJL049W,non_ess
YKL162C-A,non_ess
YGR199W,non_ess
YAL042C-A,non_ess
YHR050W,non_ess
YIL045W,non_ess
YHR003C,non_ess
YGR081C,non_ess
YLL065W,non_ess
YOL105C,non_ess
YEL011W,non_ess
YMR126C,non_ess
YNR055C,non_ess
YOR113W,non_ess
YPR063C,non_ess
YPL027W,non_ess
YCL032W,non_ess
YKL202W,non_ess
YNL205C,non_ess
YMR118C,non_ess
YIL032C,non_ess
YLR052W,non_ess
YDR438W,non_ess
YDR213W,non_ess
YNL209W,non_ess
YLR292C,non_ess
YJL098W,non_ess
YIR007W,non_ess
YER178W,non_ess
YDR169C,non_ess
YDL086W,non_ess
YDR528W,non_ess
YJL092W,non_ess
YBL068W,non_ess
YKL215C,non_ess
YBR297W,non_ess
YDR256C,non_ess
YLR163W-A,non_ess
YKL044W,non_ess
YML017W,non_ess
YLL019W-A,non_ess
YGR137W,non_ess
YGL129C,non_ess
YGR093W,non_ess
YDR346C,non_ess
YIL162W,non_ess
YBL054W,non_ess
YBR059C,non_ess
YLR068W,non_ess
YBR201C-A,non_ess
YNL043C,non_ess
YDR220C,non_ess
YGR152C,non_ess
YGL124C,non_ess
YKL071W,non_ess
YLR041W,non_ess
YJR034W,non_ess
YLR287C,non_ess
YDR098C,non_ess
YBR013C,non_ess
YHR199C-A,non_ess
YDR150W,non_ess
YGR012W,non_ess
YDL210W,non_ess
YJR115W,non_ess
YDL206W,non_ess
YDR136C,non_ess
YHR132C,non_ess
YJR120W,non_ess
YHL040C,non_ess
YPR097W,non_ess
YNL211C,non_ess
YDR079C-A,non_ess
YOR312C,non_ess
YPL223C,non_ess
YGL013C,non_ess
YDR452W,non_ess
YML036W,non_ess
YMR080C,non_ess
YIR042C,non_ess
YDR389W,non_ess
YLR183C,non_ess
YJR050W,non_ess
YDL025W-A,non_ess
YDR435C,non_ess
YDL053C,non_ess
YPR164W,non_ess
YER075C,non_ess
YMR031C,non_ess
YNL253W,non_ess
YGL218W,non_ess
YBR197C,non_ess
YEL017W,non_ess
YFL053W,non_ess
YJR010W,non_ess
YGL162W,non_ess
YML082W,non_ess
YKR015C,non_ess
YGR126W,non_ess
YNL201C,non_ess
YDL222C,non_ess
YGL077C,non_ess
YJL133W,non_ess
YDR277C,non_ess
YAR035C-A,non_ess
YMR226C,non_ess
YNL024C,non_ess
YPR166C,non_ess
YMR158W,non_ess
YLR418C,non_ess
YNR071C,non_ess
YDL197C,non_ess
YJL137C,non_ess
YER147C-A,non_ess
YIL154C,non_ess
YMR100W,non_ess
YBR130C,non_ess
YMR102C,non_ess
YBR162W-A,non_ess
YPR014C,non_ess
YHR092C,non_ess
YER148W-A,non_ess
YIL010W,non_ess
YBR053C,non_ess
YDL173W,non_ess
YJL096W,non_ess
YFL011W,non_ess
YMR250W,non_ess
YMR178W,non_ess
YIL151C,non_ess
YNL119W,non_ess
YKR064W,non_ess
YCR060W,non_ess
YFL034W,non_ess
YDR497C,non_ess
YBR258C,non_ess
YIR026C,non_ess
YKL150W,non_ess
YBR188C,non_ess
YJR082C,non_ess
YCR030C,non_ess
YCR038C,non_ess
YPR057W,non_ess
YIL137C,non_ess
YHR039C,non_ess
YGL032C,non_ess
YJR137C,non_ess
YNL134C,non_ess
YBR107C,non_ess
YHL038C,non_ess
YLL048C,non_ess
YMR210W,non_ess
YPL173W,non_ess
YNL140C,non_ess
YNL146C-A,non_ess
YJL209W,non_ess
YPL078C,non_ess
YKR040C,non_ess
YGL119W,non_ess
YER087C-B,non_ess
YDL091C,non_ess
YBR238C,non_ess
YOR009W,non_ess
YJR110W,non_ess
YBR032W,non_ess
YJL115W,non_ess
YPR011C,non_ess
YAR023C,non_ess
YMR030W,non_ess
YJL136C,non_ess
YPR129W,non_ess
YKL110C,non_ess
YML038C,non_ess
YNL324W,non_ess
YKR075C,non_ess
YLR213C,non_ess
YOR193W,non_ess
YDR114C,non_ess
YDL037C,non_ess
YLR393W,non_ess
YBL079W,non_ess
YLR210W,non_ess
YJR052W,non_ess
YGL119W,non_ess
YGR230W,non_ess
YBR240C,non_ess
YMR194C-A,non_ess
YLR354C,non_ess
YDL215C,non_ess
YGL053W,non_ess
YCL045C,non_ess
YBR268W,non_ess
YLR124W,non_ess
YMR089C,non_ess
YKL225W,non_ess
YFL063W,non_ess
YPL150W,non_ess
YDL144C,non_ess
YOR138C,non_ess
YBR068C,non_ess
YKL129C,non_ess
YOL019W-A,non_ess
YBR010W,non_ess
YGR169C,non_ess
YMR273C,non_ess
YEL029C,non_ess
YLR400W,non_ess
YOL121C,non_ess
YNL273W,non_ess
YGL017W,non_ess
YDL082W,non_ess
YBL063W,non_ess
YMR278W,non_ess
YJR097W,non_ess
YML012C-A,non_ess
YGR093W,non_ess
YGL260W,non_ess
YKR095W,non_ess
YJL100W,non_ess
YHR012W,non_ess
YJL222W-B,non_ess
YLR285W,non_ess
YHL050C,non_ess
YEL037C,non_ess
YMR087W,non_ess
YLR260W,non_ess
YDL080C,non_ess
YJL151C,non_ess
YIL142C-A,non_ess
YML041C,non_ess
YBR271W,non_ess
YLR149C-A,non_ess
YGR236C,non_ess
YBR196C-B,non_ess
YER002W,non_ess
YMR018W,non_ess
YLR217W,non_ess
YML088W,non_ess
YOR351C,non_ess
YLR139C,non_ess
YJL037W,non_ess
YLR421C,non_ess
YGR208W,non_ess
YGR070W,non_ess
YDR428C,non_ess
YDL174C,non_ess
YNL100W,non_ess
YLR341W,non_ess
YML083C,non_ess
YJL066C,non_ess
YGL136C,non_ess
YMR261C,non_ess
YLR138W,non_ess
YER067W,non_ess
YNR063W,non_ess
YGR133W,non_ess
YER090C-A,non_ess
YHR215W,non_ess
YDR137W,non_ess
YBR117C,non_ess
YDL053C,non_ess
YER113C,non_ess
YOR123C,non_ess
YKR058W,non_ess
YOR195W,non_ess
YOR150W,non_ess
YJR061W,non_ess
YPL090C,non_ess
YBR003W,non_ess
YDR279W,non_ess
YLR434C,non_ess
YDL062W,non_ess
YHR192W,non_ess
YFL034W,non_ess
YDL095W,non_ess
YKR024C,non_ess
YBR041W,non_ess
YDL234C,non_ess
YMR105W-A,non_ess
YIL105C,non_ess
YJR009C,non_ess
YGR010W,non_ess
YIL053W,non_ess
YDR205W,non_ess
YER034W,non_ess
YNL111C,non_ess
YOR308C,non_ess
YLR227C,non_ess
YIL127C,non_ess
YIL133C,non_ess
YDL059C,non_ess
YOL093W,non_ess
YGL174W,non_ess
YJR082C,non_ess
YLR254C,non_ess
YGR134W,non_ess
YGR135W,non_ess
YPR174C,non_ess
YHR064C,non_ess
YAR075W,non_ess
YBR295W,non_ess
YIL014W,non_ess
YER147C-A,non_ess
YNL050C,non_ess
YMR122C,non_ess
YBL039C,non_ess
YPL002C,non_ess
YHR127W,non_ess
YLR365W,non_ess
YGR033C,non_ess
YLR064W,non_ess
YGR254W,non_ess
YEL021W,non_ess
YOR161C,non_ess
YOL036W,non_ess
YDR528W,non_ess
YDR350C,non_ess
YJL118W,non_ess
YMR100W,non_ess
YDR034C,non_ess
YML047C,non_ess
YER180C,non_ess
YDL197C,non_ess
YDR038C,non_ess
YML081C-A,non_ess
YAL005C,non_ess
YMR013C-A,non_ess
YGR232W,non_ess
YPL277C,non_ess
YNL274C,non_ess
YOR112W,non_ess
YMR257C,non_ess
YPL271W,non_ess
YCR026C,non_ess
YDL137W,non_ess
YCR042C,non_ess
YJL220W,non_ess
YLR343W,non_ess
YOR266W,non_ess
YGR039W,non_ess
YLR037C,non_ess
YLR432W,non_ess
YML110C,non_ess
YPR140W,non_ess
YJL206C,non_ess
YMR252C,non_ess
YOR285W,non_ess
YAL067W-A,non_ess
YPL236C,non_ess
YMR013C-A,non_ess
YCL039W,non_ess
YLR280C,non_ess
YLR287C,non_ess
YCR038W-A,non_ess
YNR075C-A,non_ess
YPL055C,non_ess
YEL064C,non_ess
YML060W,non_ess
YHR094C,non_ess
YEL075C,non_ess
YDL192W,non_ess
YHR216W,non_ess
YGR059W,non_ess
YML120C,non_ess
YHR071W,non_ess
YDL218W,non_ess
