orf,label
YDR123C,non_ess
YOR135C,non_ess
YJL138C,non_ess
YJL201W,non_ess
YOR068C,non_ess
YML116W-A,non_ess
YBR162W-A,non_ess
YDL133W,non_ess
YJR142W,non_ess
YOL159C,non_ess
YBL062W,non_ess
YDR466W,non_ess
YOR053W,non_ess
YDL203C,non_ess
YKL136W,non_ess
YEL059W,non_ess
YPL105C,non_ess
YIL054W,non_ess
YLR331C,non_ess
YHR103W,non_ess
YMR274C,non_ess
YPL049C,non_ess
YBL031W,non_ess
YNR051C,non_ess
YHL009C,non_ess
YNL268W,non_ess
YNL283C,non_ess
YOR375C,non_ess
YOL045W,non_ess
YOR115C,non_ess
YDR077W,non_ess
YML117W,non_ess
YLL024C,non_ess
YLR267W,non_ess
YGR182C,non_ess
YBL073W,ess
YCL041C,ess
YDL163W,ess
YDL193W,ess
YDL196W,ess
YDL221W,ess
YDR053W,ess
YDR187C,ess
YDR288W,ess
YDR327W,ess
YDR412W,ess
YGL074C,ess
YGR114C,ess
YGR190C,ess
YGR198W,ess
YHR036W,ess
YJL009W,ess
YJL032W,ess
YJL086C,ess
YJL202C,ess
YJR012C,ess
YKL036C,ess
YKL088W,ess
YKL111C,ess
YKL153W,ess
YLL037W,ess
YLR022C,ess
YLR198C,ess
YLR339C,ess
YLR379W,ess
YLR440C,ess
YLR458W,ess
YMR185W,ess
YMR298W,ess
YNL114C,ess
YNL150W,ess
YNL260C,ess
YOL022C,ess
YOL134C,ess
YOR060C,ess
YOR102W,ess
YOR169C,ess
YOR203W,ess
YOR282W,ess
YPL044C,ess
YPL142C,ess
YPL146C,ess
YPL251W,ess
YBL077W,ess
YBR070C,ess
YBR190W,ess
YCR013C,ess
YDL016C,ess
YDR355C,ess
YDR396W,ess
YDR413C,ess
YDR527W,ess
YER048W-A,ess
YGL068W,ess
YGL239C,ess
YGR073C,ess
YGR115C,ess
YGR251W,ess
YGR265W,ess
YJL015C,ess
YJL195C,ess
YJR023C,ess
YKL083W,ess
YKR022C,ess
YLR076C,ess
YLR101C,ess
YLR132C,ess
YLR140W,ess
YLR145W,ess
YLR230W,ess
YML023C,ess
YMR134W,ess
YMR290W-A,ess
YNL149C,ess
YNL152W,ess
YNL158W,ess
YNR046W,ess
YOL026C,ess
YOR146W,ess
YOR218C,ess
YOR256C,ess
YPL238C,ess
YPR142C,ess
YPR177C,ess
YBR089W,ess
YBR124W,ess
YDR526C,ess
YLR317W,ess
YER036C,ess
YPR136C,ess
YAL041W,ess
YBL018C,ess
YBL030C,ess
YBL105C,ess
YBR002C,ess
YBR049C,ess
YBR123C,ess
YBR136W,ess
YBR140C,ess
YBR257W,ess
YCL017C,ess
YCL031C,ess
YCR052W,ess
YDL008W,ess
YDL014W,ess
YDL028C,ess
YDL045C,ess
YDL064W,ess
YDL103C,ess
YDL120W,ess
YDL165W,ess
YDL205C,ess
YDL212W,ess
YDL235C,ess
YDR021W,ess
YDR050C,ess
YDR054C,ess
YDR082W,ess
YDR088C,ess
YDR141C,ess
YLR305C,ess
YLR430W,ess
YML069W,ess
YMR043W,ess
YMR076C,ess
YMR079W,ess
YMR112C,ess
YMR200W,ess
YMR218C,ess
YMR270C,ess
YMR301C,ess
YMR308C,ess
YNL007C,ess
YNL118C,ess
YNL131W,ess
YNL151C,ess
YNL161W,ess
YNL162W,ess
YNL216W,ess
YNL267W,ess
YNL282W,ess
YNR026C,ess
YOL066C,ess
YOR063W,ess
YOR122C,ess
YOR174W,ess
YOR181W,ess
YOR236W,ess
YOR329C,ess
YPL007C,ess
YPL011C,ess
YPL016W,ess
YPL020C,ess
YPL075W,ess
YPL085W,ess
YPL131W,ess
YPL143W,ess
YPL153C,ess
YPL169C,ess
YPL243W,ess
YPR016C,ess
YPR019W,ess
YPR088C,ess
YPR165W,ess
YPR180W,ess
YBL014C,ess
YBL040C,ess
YBL074C,ess
YBL092W,ess
YBR135W,ess
YBR211C,ess
YBR253W,ess
YCL052C,ess
YDL029W,ess
YDL098C,ess
YDL139C,ess
YDL147W,ess
YDL195W,ess
YDL220C,ess
YDR016C,ess
YDR047W,ess
YDR160W,ess
YNL006W,ess
YNL062C,ess
YNL112W,ess
YNL188W,ess
YNL222W,ess
YNL232W,ess
YNL308C,ess
YOL038W,ess
YOL040C,ess
YOL120C,ess
YOL127W,ess
YOL144W,ess
YOR074C,ess
YOR098C,ess
YOR254C,ess
YOR259C,ess
YOR281C,ess
YOR326W,ess
YOR372C,ess
YPL122C,ess
YPL124W,ess
YPL190C,ess
YPL204W,ess
YPL210C,ess
YPL255W,ess
YPR034W,ess
YPR048W,ess
YPR168W,ess
YDR303C,ess
YNL258C,ess
YDR361C,ess
YKL052C,ess
YNL132W,ess
YGL099W,ess
YER038C,ess
YGR156W,ess
YHR070W,ess
YNL163C,ess
YER147C,ess
YNR053C,ess
YDR434W,ess
YLR033W,ess
YER006W,ess
YKL018W,ess
YPR133C,ess
YKR083C,ess
YGR179C,ess
YKR071C,ess
YLR010C,ess
YBR038W,ess
YBR102C,ess
YBR152W,ess
YBR167C,ess
YDL004W,ess
YDL058W,ess
YDL092W,ess
YDR468C,ess
YDR498C,ess
YDR499W,ess
YFL029C,ess
YJL156C,ess
YKL141W,ess
YKL182W,ess
YNL103W,ess
YOR336W,ess
YPR104C,ess
YPR094W,ess
YMR211W,ess
YIR010W,ess
YMR093W,ess
YHR196W,ess
YGR280C,ess
YBL004W,ess
YDR201W,ess
YDR166C,ess
YDR170C,ess
YDR177W,ess
YDR390C,ess
YDR464W,ess
YDR510W,ess
YEL035C,ess
YER008C,ess
YER018C,ess
YER025W,ess
YER043C,ess
YER104W,ess
YER125W,ess
YER165W,ess
YFL009W,ess
YFR029W,ess
YGL030W,ess
YGL040C,ess
YGL044C,ess
YGL048C,ess
YGL103W,ess
YGL122C,ess
YGL145W,ess
YGL171W,ess
YGR065C,ess
YGR082W,ess
YGR116W,ess
YGR147C,ess
YHR118C,ess
YIL031W,ess
YIL118W,ess
YJL054W,ess
YJL061W,ess
YJL074C,ess
YJL085W,ess
YJL173C,ess
YJR016C,ess
YJR022W,ess
YJR046W,ess
YJR123W,ess
YKL006C-A,ess
YKL089W,ess
YKL095W,ess
YKL112W,ess
YKL152C,ess
YKL186C,ess
YKR004C,ess
YLL003W,ess
YLL018C,ess
YLR005W,ess
YLR029C,ess
YLR045C,ess
YLR141W,ess
YLR147C,ess
YLR153C,ess
YLR223C,ess
YLR007W,ess
YOL034W,ess
YDR081C,ess
YDR087C,ess
YDR113C,ess
YDR118W,ess
YDR224C,ess
YDR232W,ess
YDR240C,ess
YDR292C,ess
YDR308C,ess
YDR353W,ess
YDR356W,ess
YDR373W,ess
YDR381W,ess
YDR427W,ess
YEL034W,ess
YEL058W,ess
YER133W,ess
YER157W,ess
YFL008W,ess
YFR028C,ess
YFR051C,ess
YGL061C,ess
YGL075C,ess
YGL150C,ess
YGL169W,ess
YGR013W,ess
YGR030C,ess
YGR047C,ess
YGR113W,ess
YGR120C,ess
YGR140W,ess
YGR216C,ess
YHR042W,ess
YHR058C,ess
YHR101C,ess
YHR107C,ess
YIL048W,ess
YIL063C,ess
YIL147C,ess
YIR006C,ess
YIR011C,ess
YJL005W,ess
YJL076W,ess
YJL125C,ess
YJR017C,ess
YJR065C,ess
YJR067C,ess
YJR076C,ess
YKL042W,ess
YKL122C,ess
YKL154W,ess
YKL165C,ess
YKL180W,ess
YKL192C,ess
YKR037C,ess
YLR075W,ess
YLR167W,ess
YLR310C,ess
YLR314C,ess
YLR355C,ess
YLR359W,ess
YLR457C,ess
YML031W,ess
YML085C,ess
YML091C,ess
YML105C,ess
YMR033W,ess
YMR059W,ess
YMR094W,ess
YMR113W,ess
YMR117C,ess
YMR149W,ess
YMR168C,ess
YOL078W,ess
YKR038C,ess
YER093C,ess
YJL019W,ess
YGL098W,ess
YKL082C,ess
YHR040W,ess
YHR023W,ess
YML025C,ess
YHR083W,ess
YGL069C,ess
YNL310C,ess
YKL014C,ess
YGL102C,ess
YAL034C-B,ess
YDL152W,ess
YGR128C,ess
YGL113W,ess
YGR191W,ess
YHR128W,ess
YEL017C-A,non_ess
YKL164C,non_ess
YKL166C,non_ess
YKL168C,non_ess
YKL217W,non_ess
YKR010C,non_ess
YKR014C,non_ess
YKR053C,non_ess
YKR057W,non_ess
YKR059W,non_ess
YKR066C,non_ess
YKR092C,non_ess
YKR094C,non_ess
YKR097W,non_ess
YKR099W,non_ess
YKR101W,non_ess
YKR102W,non_ess
YLL006W,non_ess
YLL017W,non_ess
YLL027W,non_ess
YLL039C,non_ess
YLL043W,non_ess
YLL046C,non_ess
YLL051C,non_ess
YLL062C,non_ess
YLR013W,non_ess
YLR018C,non_ess
YLR043C,non_ess
YLR092W,non_ess
YLR094C,non_ess
YLR134W,non_ess
YLR178C,non_ess
YLR182W,non_ess
YLR210W,non_ess
YLR220W,non_ess
YLR226W,non_ess
YLR228C,non_ess
YLR233C,non_ess
YLR234W,non_ess
YLR237W,non_ess
YLR240W,non_ess
YLR258W,non_ess
YLR260W,non_ess
YLR262C,non_ess
YLR263W,non_ess
YLR268W,non_ess
YLR273C,non_ess
YLR292C,non_ess
YLR295C,non_ess
YLR307W,non_ess
YLR312W-A,non_ess
YLR344W,non_ess
YLR369W,non_ess
YLR371W,non_ess
YLR373C,non_ess
YLR382C,non_ess
YLR390W,non_ess
YLR395C,non_ess
YLR406C,non_ess
YLR425W,non_ess
YLR441C,non_ess
YLR450W,non_ess
YLR453C,non_ess
YML008C,non_ess
YML017W,non_ess
YML028W,non_ess
YML042W,non_ess
YML048W,non_ess
YML051W,non_ess
YML052W,non_ess
YML055W,non_ess
YML058W,non_ess
YML060W,non_ess
YML061C,non_ess
YML062C,non_ess
YML070W,non_ess
YML075C,non_ess
YML100W,non_ess
YML104C,non_ess
YML112W,non_ess
YML116W,non_ess
YML121W,non_ess
YML124C,non_ess
YML129C,non_ess
YMR006C,non_ess
YMR011W,non_ess
YMR016C,non_ess
YMR032W,non_ess
YMR039C,non_ess
YMR053C,non_ess
YMR055C,non_ess
YMR063W,non_ess
YMR081C,non_ess
YMR101C,non_ess
YLR039C,non_ess
YLR048W,non_ess
YGL139W,non_ess
YMR025W,non_ess
YKR085C,non_ess
YKR091W,non_ess
YKR095W,non_ess
YKR098C,non_ess
YLL038C,non_ess
YLL045C,non_ess
YLL048C,non_ess
YLL052C,non_ess
YLL061W,non_ess
YLL063C,non_ess
YLR019W,non_ess
YLR027C,non_ess
YLR035C,non_ess
YLR061W,non_ess
YLR067C,non_ess
YLR069C,non_ess
YLR079W,non_ess
YLR093C,non_ess
YLR095C,non_ess
YLR098C,non_ess
YLR099C,non_ess
YLR102C,non_ess
YLR121C,non_ess
YLR148W,non_ess
YLR151C,non_ess
YLR176C,non_ess
YLR180W,non_ess
YLR185W,non_ess
YLR189C,non_ess
YLR192C,non_ess
YLR206W,non_ess
YLR214W,non_ess
YLR216C,non_ess
YLR284C,non_ess
YLR287C-A,non_ess
YLR304C,non_ess
YLR306W,non_ess
YLR308W,non_ess
YLR313C,non_ess
YLR329W,non_ess
YLR332W,non_ess
YLR342W,non_ess
YLR353W,non_ess
YLR367W,non_ess
YLR370C,non_ess
YLR375W,non_ess
YLR390W-A,non_ess
YLR394W,non_ess
YLR423C,non_ess
YLR433C,non_ess
YLR439W,non_ess
YLR442C,non_ess
YLR447C,non_ess
YLR449W,non_ess
YLR452C,non_ess
YLR461W,non_ess
YML012W,non_ess
YML019W,non_ess
YML024W,non_ess
YML109W,non_ess
YML111W,non_ess
YML113W,non_ess
YML120C,non_ess
YMR017W,non_ess
YMR020W,non_ess
YMR024W,non_ess
YMR036C,non_ess
YMR042W,non_ess
YMR052W,non_ess
YMR054W,non_ess
YMR056C,non_ess
YMR060C,non_ess
YMR064W,non_ess
YMR066W,non_ess
YMR072W,non_ess
YMR091C,non_ess
YMR104C,non_ess
YMR125W,non_ess
YMR133W,non_ess
YMR151W,non_ess
YMR153W,non_ess
YMR159C,non_ess
YMR165C,non_ess
YMR170C,non_ess
YMR173W,non_ess
YMR205C,non_ess
YMR217W,non_ess
YMR219W,non_ess
YMR231W,non_ess
YMR251W-A,non_ess
YMR256C,non_ess
YMR271C,non_ess
YMR275C,non_ess
YMR282C,non_ess
YMR306W,non_ess
YMR307W,non_ess
YMR319C,non_ess
YNL004W,non_ess
YNL009W,non_ess
YNL015W,non_ess
YNL029C,non_ess
YNL042W,non_ess
YHR143W,non_ess
YLR266C,non_ess
YGL121C,non_ess
YOR320C,non_ess
YOL063C,non_ess
YHL023C,non_ess
YJL058C,non_ess
YPL112C,non_ess
YGL168W,non_ess
YDR512C,non_ess
YJL003W,non_ess
YKL076C,non_ess
YLR376C,non_ess
YDR516C,non_ess
YER083C,non_ess
YEL072W,non_ess
YGL107C,non_ess
YDL189W,non_ess
YGL258W,non_ess
YAL014C,non_ess
YOR173W,non_ess
YDR233C,non_ess
YDL204W,non_ess
YJL075C,non_ess
YIL040W,non_ess
YHR081W,non_ess
YOR147W,non_ess
YDR153C,non_ess
YLR435W,non_ess
YER028C,non_ess
YPL013C,non_ess
YMR188C,non_ess
YNR022C,non_ess
YGR165W,non_ess
YNL177C,non_ess
YMR158W,non_ess
YPR100W,non_ess
YOL002C,non_ess
YOR284W,non_ess
YEL017W,non_ess
YGR161C,non_ess
YGL004C,non_ess
YIL112W,non_ess
YKR046C,non_ess
YHR105W,non_ess
YPR171W,non_ess
YPL070W,non_ess
YJL199C,non_ess
YJR083C,non_ess
YMR322C,non_ess
YGR089W,non_ess
YKR060W,non_ess
YMR192W,non_ess
YMR126C,non_ess
YBL089W,non_ess
YKL146W,non_ess
YJR001W,non_ess
YKR104W,non_ess
YDR229W,non_ess
YCL063W,non_ess
YDR247W,non_ess
YOR054C,non_ess
YOR108W,non_ess
YJL178C,non_ess
YIL121W,non_ess
YLR238W,non_ess
YFR008W,non_ess
YBL091C-A,non_ess
YBL064C,non_ess
YBR194W,non_ess
YBR101C,non_ess
YJL192C,non_ess
YKL132C,non_ess
YKR088C,non_ess
YLR190W,non_ess
YBR210W,non_ess
YBR203W,non_ess
YHR177W,non_ess
YJL184W,non_ess
YLL033W,non_ess
YPL183W-A,non_ess
YGL051W,non_ess
YDR479C,non_ess
YHR150W,non_ess
YDL037C,non_ess
YDR275W,non_ess
YNL269W,non_ess
YNR069C,non_ess
YOL137W,non_ess
YFL030W,non_ess
YNL081C,non_ess
YGL060W,non_ess
YLR054C,non_ess
YOR255W,non_ess
YHR133C,non_ess
YNL156C,non_ess
YDR279W,non_ess
YLR154C,non_ess
YPL246C,non_ess
YPL180W,non_ess
YAL028W,non_ess
YOR172W,non_ess
YPL159C,non_ess
YIL105C,non_ess
YOR324C,non_ess
YOL031C,non_ess
YFR046C,non_ess
YGL179C,non_ess
YHL035C,non_ess
YLR431C,non_ess
YDL053C,non_ess
YOR193W,non_ess
YBR269C,non_ess
YGR081C,non_ess
YMR294W-A,non_ess
YMR304C-A,non_ess
YOR264W,non_ess
YJL198W,non_ess
YKL183W,non_ess
YLR011W,non_ess
YOR295W,non_ess
YPL202C,non_ess
YOL082W,non_ess
YER024W,non_ess
YKR090W,non_ess
YLR087C,non_ess
YDR371W,non_ess
YGL219C,non_ess
YML029W,non_ess
YPR009W,non_ess
YMR312W,non_ess
YEL044W,non_ess
YOR189W,non_ess
YER092W,non_ess
YOR104W,non_ess
YNL078W,non_ess
YOR177C,non_ess
YJL105W,non_ess
YDR273W,non_ess
YBR258C,non_ess
YMR119W,non_ess
YNL008C,non_ess
YNL159C,non_ess
YKR067W,non_ess
YFR024C-A,non_ess
YGR136W,non_ess
YLR221C,non_ess
YDR494W,non_ess
YGL223C,non_ess
YNL041C,non_ess
YLR205C,non_ess
YGR169C,non_ess
YJL151C,non_ess
YBR223C,non_ess
YLR320W,non_ess
YML071C,non_ess
YNL051W,non_ess
YGL005C,non_ess
YGR138C,non_ess
YDR014W,non_ess
YAL060W,non_ess
YOL119C,non_ess
YDL054C,non_ess
YOR306C,non_ess
YKL221W,non_ess
YLR080W,non_ess
YPL186C,non_ess
YAR027W,non_ess
YOR279C,non_ess
YBR033W,non_ess
YDR078C,non_ess
YML076C,non_ess
YOL017W,non_ess
YLR070C,non_ess
YDL085W,non_ess
YEL018W,non_ess
YIL079C,non_ess
YPL064C,non_ess
YHR046C,non_ess
YOR083W,non_ess
YLR368W,non_ess
YKR020W,non_ess
YPL055C,non_ess
YKL214C,non_ess
YLR328W,non_ess
YMR318C,non_ess
YLR381W,non_ess
YDR453C,non_ess
YBR061C,non_ess
YOR087W,non_ess
YCR106W,non_ess
YBL098W,non_ess
YFR047C,non_ess
YJR078W,non_ess
YDR136C,non_ess
YPR087W,non_ess
YNL246W,non_ess
YLR322W,non_ess
YGL104C,non_ess
YDR485C,non_ess
YLR261C,non_ess
YGR141W,non_ess
YDL223C,non_ess
YJL145W,non_ess
YDR525W,non_ess
YDR383C,non_ess
YLR315W,non_ess
YNR065C,non_ess
YNL164C,non_ess
YDR475C,non_ess
YMR215W,non_ess
YCR030C,non_ess
YMR068W,non_ess
YER107C,non_ess
YIL113W,non_ess
YMR135C,non_ess
YOL117W,non_ess
YOL128C,non_ess
YDL076C,non_ess
YML101C,non_ess
YKL090W,non_ess
YGL110C,non_ess
YEL030W,non_ess
YMR316C-B,non_ess
YNL011C,non_ess
YNL024C,non_ess
YNL034W,non_ess
YNL050C,non_ess
YNL058C,non_ess
YNL089C,non_ess
YNL095C,non_ess
YNL100W,non_ess
YNL120C,non_ess
YNL122C,non_ess
YNL140C,non_ess
YNL143C,non_ess
YNL146W,non_ess
YNL155W,non_ess
YNL157W,non_ess
YNL165W,non_ess
YNL176C,non_ess
YNL187W,non_ess
YNL191W,non_ess
YNL194C,non_ess
YNL203C,non_ess
YNL211C,non_ess
YNL228W,non_ess
YNL235C,non_ess
YNL254C,non_ess
YNL295W,non_ess
YNL311C,non_ess
YNL319W,non_ess
YNL338W,non_ess
YNR025C,non_ess
YNR042W,non_ess
YNR061C,non_ess
YNR063W,non_ess
YNR066C,non_ess
YNR073C,non_ess
YOL014W,non_ess
YOL035C,non_ess
YOL037C,non_ess
YOL046C,non_ess
YOL047C,non_ess
YOL048C,non_ess
YOL050C,non_ess
YOL053W,non_ess
YOL057W,non_ess
YOL070C,non_ess
YOL079W,non_ess
YOL083W,non_ess
YOL085C,non_ess
YOL099C,non_ess
YOL106W,non_ess
YOL111C,non_ess
YOL131W,non_ess
YOL150C,non_ess
YOL162W,non_ess
YOR013W,non_ess
YOR019W,non_ess
YOR022C,non_ess
YOR066W,non_ess
YOR071C,non_ess
YOR082C,non_ess
YOR084W,non_ess
YOR105W,non_ess
YOR114W,non_ess
YOR121C,non_ess
YOR131C,non_ess
YOR139C,non_ess
YOR161C,non_ess
YOR186W,non_ess
YOR199W,non_ess
YOR215C,non_ess
YOR220W,non_ess
YOR227W,non_ess
YOR235W,non_ess
YOR252W,non_ess
YOR263C,non_ess
YOR268C,non_ess
YOR277C,non_ess
YOR285W,non_ess
YOR296W,non_ess
YOR300W,non_ess
YOR304C-A,non_ess
YOR318C,non_ess
YOR325W,non_ess
YOR345C,non_ess
YOR364W,non_ess
YPL017C,non_ess
YPL034W,non_ess
YPL039W,non_ess
YPL052W,non_ess
YPL056C,non_ess
YPL062W,non_ess
YPL067C,non_ess
YPL077C,non_ess
YPL088W,non_ess
YPL108W,non_ess
YPL114W,non_ess
YPL136W,non_ess
YPL168W,non_ess
YPL182C,non_ess
YPL185W,non_ess
YPL201C,non_ess
YPL229W,non_ess
YPL245W,non_ess
YPL257W,non_ess
YPL261C,non_ess
YPL267W,non_ess
YPL272C,non_ess
YPR014C,non_ess
YPR015C,non_ess
YPR027C,non_ess
YPR038W,non_ess
YPR050C,non_ess
YPR064W,non_ess
YPR076W,non_ess
YPR078C,non_ess
YPR084W,non_ess
YPR096C,non_ess
YPR099C,non_ess
YPR114W,non_ess
YPR116W,non_ess
YPR123C,non_ess
YPR126C,non_ess
YPR146C,non_ess
YPR148C,non_ess
YPR152C,non_ess
YPR157W,non_ess
YPR174C,non_ess
YPR195C,non_ess
YPR197C,non_ess
YAL066W,non_ess
YAR023C,non_ess
YAR028W,non_ess
YAR030C,non_ess
YAR047C,non_ess
YBL009W,non_ess
YBL012C,non_ess
YBL029W,non_ess
YGL149W,non_ess
YGL157W,non_ess
YEL039C,non_ess
YEL050C,non_ess
YEL054C,non_ess
YEL056W,non_ess
YEL065W,non_ess
YEL071W,non_ess
YER011W,non_ess
YER032W,non_ess
YER035W,non_ess
YER054C,non_ess
YER056C,non_ess
YER056C-A,non_ess
YER057C,non_ess
YER058W,non_ess
YER060W,non_ess
YER062C,non_ess
YER063W,non_ess
YER070W,non_ess
YER074W,non_ess
YER087C-B,non_ess
YER096W,non_ess
YER115C,non_ess
YER122C,non_ess
YER129W,non_ess
YER132C,non_ess
YER150W,non_ess
YER153C,non_ess
YER178W,non_ess
YER180C,non_ess
YFL018C,non_ess
YFL050C,non_ess
YFR013W,non_ess
YFR015C,non_ess
YFR023W,non_ess
YFR036W,non_ess
YFR040W,non_ess
YGL016W,non_ess
YGL021W,non_ess
YGL027C,non_ess
YGL028C,non_ess
YGL029W,non_ess
YGL032C,non_ess
YGL033W,non_ess
YGL035C,non_ess
YGL049C,non_ess
YGL056C,non_ess
YGL062W,non_ess
YGL076C,non_ess
YGL089C,non_ess
YGL133W,non_ess
YGL151W,non_ess
YGL158W,non_ess
YGL205W,non_ess
YGL209W,non_ess
YGL227W,non_ess
YGL236C,non_ess
YGL259W,non_ess
YGR014W,non_ess
YGR020C,non_ess
YGR027C,non_ess
YGR040W,non_ess
YGR044C,non_ess
YGR056W,non_ess
YGR070W,non_ess
YGR076C,non_ess
YGR077C,non_ess
YGR085C,non_ess
YGR088W,non_ess
YGR092W,non_ess
YGR104C,non_ess
YGR108W,non_ess
YGR121C,non_ess
YGR143W,non_ess
YGR166W,non_ess
YGR180C,non_ess
YGR189C,non_ess
YGR192C,non_ess
YGR197C,non_ess
YGR220C,non_ess
YGR224W,non_ess
YGR230W,non_ess
YGR238C,non_ess
YGR240C,non_ess
YGR249W,non_ess
YGR256W,non_ess
YHL007C,non_ess
YHL011C,non_ess
YHL032C,non_ess
YHL038C,non_ess
YHL043W,non_ess
YHL047C,non_ess
YHR001W-A,non_ess
YMR138W,non_ess
YMR142C,non_ess
YMR164C,non_ess
YMR169C,non_ess
YMR172W,non_ess
YMR174C,non_ess
YMR175W,non_ess
YMR176W,non_ess
YMR179W,non_ess
YMR180C,non_ess
YMR182C,non_ess
YMR183C,non_ess
YMR186W,non_ess
YMR193W,non_ess
YMR195W,non_ess
YMR198W,non_ess
YMR199W,non_ess
YMR207C,non_ess
YMR225C,non_ess
YMR228W,non_ess
YMR230W,non_ess
YMR232W,non_ess
YMR242C,non_ess
YMR250W,non_ess
YMR255W,non_ess
YMR257C,non_ess
YMR267W,non_ess
YMR286W,non_ess
YMR294W,non_ess
YMR297W,non_ess
YMR303C,non_ess
YMR305C,non_ess
YMR316W,non_ess
YNL005C,non_ess
YNL068C,non_ess
YNL074C,non_ess
YNL076W,non_ess
YNL125C,non_ess
YNL130C,non_ess
YNL138W,non_ess
YNL139C,non_ess
YNL141W,non_ess
YNL145W,non_ess
YNL148C,non_ess
YNL160W,non_ess
YNL166C,non_ess
YNL180C,non_ess
YNL185C,non_ess
YNL199C,non_ess
YNL233W,non_ess
