orf,label
YGL207W,ess
YGL201C,ess
YGL172W,ess
YGL171W,ess
YGL169W,ess
YGL155W,ess
YGL150C,ess
YGL142C,ess
YGL137W,ess
YGL130W,ess
YGL128C,ess
YGL123W,ess
YGL122C,ess
YGL116W,ess
YGL113W,ess
YGL111W,ess
YGL103W,ess
YGL099W,ess
YGL097W,ess
YGL093W,ess
YGL092W,ess
YGL091C,ess
YGL075C,ess
YGL073W,ess
YGL068W,ess
YGL065C,ess
YGL061C,ess
YGL048C,ess
YGL047W,ess
YGL044C,ess
YGL040C,ess
YGL030W,ess
YGL018C,ess
YGL011C,ess
YGL008C,ess
YGL001C,ess
YGR005C,ess
YGR009C,ess
YGR013W,ess
YGR024C,ess
YGR030C,ess
YGR046W,ess
YGR047C,ess
YGR048W,ess
YGR060W,ess
YGR065C,ess
YGR074W,ess
YGR075C,ess
YGR082W,ess
YGR083C,ess
YGR090W,ess
YGR091W,ess
YGR094W,ess
YGR095C,ess
YGR099W,ess
YGR103W,ess
YGR113W,ess
YGR116W,ess
YGR119C,ess
YGR120C,ess
YGR128C,ess
YGR140W,ess
YGR145W,ess
YGR147C,ess
YGR156W,ess
YGR158C,ess
YGR172C,ess
YGR179C,ess
YGR185C,ess
YGR186W,ess
YGR191W,ess
YGR198W,ess
YGR211W,ess
YGR218W,ess
YGR245C,ess
YGR246C,ess
YGR251W,ess
YGR253C,ess
YGR264C,ess
YGR267C,ess
YGR277C,ess
YGR278W,ess
YGR280C,ess
YHL015W,ess
YHR005C-A,ess
YHR019C,ess
YHR020W,ess
YHR024C,ess
YHR036W,ess
YHR040W,ess
YHR042W,ess
YHR058C,ess
YHR065C,ess
YHR068W,ess
YHR069C,ess
YHR070W,ess
YHR072W,ess
YHR074W,ess
YHR083W,ess
YHR085W,ess
YHR088W,ess
YHR101C,ess
YHR107C,ess
YHR118C,ess
YHR122W,ess
YHR143W-A,ess
YHR148W,ess
YHR164C,ess
YHR166C,ess
YHR170W,ess
YHR172W,ess
YHR186C,ess
YHR188C,ess
YHR190W,ess
YHR196W,ess
YHR197W,ess
YIL150C,ess
YIL147C,ess
YIL144W,ess
YIL142W,ess
YIL129C,ess
YIL118W,ess
YIL115C,ess
YIL109C,ess
YIL106W,ess
YIL104C,ess
YIL091C,ess
YIL083C,ess
YIL078W,ess
YIL075C,ess
YIL068C,ess
YIL063C,ess
YIL062C,ess
YIL061C,ess
YIL051C,ess
YIL048W,ess
YIL046W,ess
YIL031W,ess
YIL022W,ess
YIL019W,ess
YIL004C,ess
YIR006C,ess
YIR008C,ess
YIR010W,ess
YIR011C,ess
YIR012W,ess
YIR015W,ess
YIR022W,ess
YJL203W,ess
YJL194W,ess
YJL174W,ess
YJL173C,ess
YJL167W,ess
YJL156C,ess
YJL143W,ess
YJL125C,ess
YJL111W,ess
YJL109C,ess
YJL104W,ess
YJL091C,ess
YJL090C,ess
YJL087C,ess
YJL085W,ess
YJL076W,ess
YJL074C,ess
YJL072C,ess
YJL069C,ess
YJL061W,ess
YJL054W,ess
YJL050W,ess
YJL041W,ess
YJL034W,ess
YJL033W,ess
YJL031C,ess
YJL025W,ess
YJL019W,ess
YJL014W,ess
YJL011C,ess
YJL010C,ess
YJL008C,ess
YJL002C,ess
YJR002W,ess
YJR006W,ess
YJR007W,ess
YJR017C,ess
YJR022W,ess
YJR023C,ess
YJR041C,ess
YJR042W,ess
YJR045C,ess
YJR046W,ess
YJR064W,ess
YJR065C,ess
YJR067C,ess
YJR068W,ess
YJR072C,ess
YJR076C,ess
YJR093C,ess
YJR112W,ess
YJR123W,ess
YJR141W,ess
YKL210W,ess
YKL196C,ess
YKL195W,ess
YKL193C,ess
YKL192C,ess
YKL189W,ess
YKL186C,ess
YKL182W,ess
YKL180W,ess
YKL173W,ess
YKL172W,ess
YKL165C,ess
YKL154W,ess
YKL152C,ess
YKL145W,ess
YKL144C,ess
YKL141W,ess
YKL125W,ess
YKL122C,ess
YKL112W,ess
YKL108W,ess
YKL104C,ess
YKL099C,ess
YKL095W,ess
YKL089W,ess
YKL088W,ess
YKL082C,ess
YKL078W,ess
YKL060C,ess
YKL059C,ess
YKL058W,ess
YKL052C,ess
YKL045W,ess
YKL042W,ess
YKL035W,ess
YKL024C,ess
YKL022C,ess
YKL021C,ess
YKL019W,ess
YKL018W,ess
YKL014C,ess
YKL013C,ess
YKL012W,ess
YKL006C-A,ess
YKL004W,ess
YKR002W,ess
YKR008W,ess
YKR022C,ess
YKR025W,ess
YKR037C,ess
YKR038C,ess
YKR062W,ess
YKR063C,ess
YKR068C,ess
YKR071C,ess
YKR079C,ess
YKR081C,ess
YKR083C,ess
YKR086W,ess
YLL050C,ess
YLL036C,ess
YLL035W,ess
YLL034C,ess
YLL011W,ess
YLL008W,ess
YLL004W,ess
YLL003W,ess
YLR002C,ess
YLR005W,ess
YLR007W,ess
YLR008C,ess
YLR009W,ess
YLR010C,ess
YLR022C,ess
YLR026C,ess
YLR029C,ess
YLR033W,ess
YLR045C,ess
YLR051C,ess
YLR060W,ess
YLR066W,ess
YLR071C,ess
YLR075W,ess
YLR078C,ess
YLR086W,ess
YLR088W,ess
YLR100W,ess
YLR105C,ess
YLR106C,ess
YLR115W,ess
YLR116W,ess
YLR117C,ess
YLR129W,ess
YLR132C,ess
YLR141W,ess
YLR145W,ess
YLR147C,ess
YLR153C,ess
YLR163C,ess
YLR166C,ess
YLR167W,ess
YLR175W,ess
YLR186W,ess
YLR195C,ess
YLR196W,ess
YLR197W,ess
YLR208W,ess
YLR212C,ess
YLR215C,ess
YLR222C,ess
YLR223C,ess
YLR229C,ess
YLR243W,ess
YLR249W,ess
YLR259C,ess
YLR272C,ess
YLR274W,ess
YLR275W,ess
YLR276C,ess
YLR277C,ess
YLR291C,ess
YLR298C,ess
YLR310C,ess
YLR321C,ess
YLR323C,ess
YLR336C,ess
YLR340W,ess
YLR355C,ess
YLR359W,ess
YLR378C,ess
YLR397C,ess
YLR409C,ess
YLR424W,ess
YLR430W,ess
YLR438C-A,ess
YLR440C,ess
YLR459W,ess
YML130C,ess
YML127W,ess
YML126C,ess
YML125C,ess
YML114C,ess
YML105C,ess
YML098W,ess
YML093W,ess
YML092C,ess
YML085C,ess
YML077W,ess
YML065W,ess
YML064C,ess
YML049C,ess
YML046W,ess
YML043C,ess
YML025C,ess
YML023C,ess
YML015C,ess
YML010W,ess
YMR001C,ess
YMR005W,ess
YMR013C,ess
YMR028W,ess
YMR033W,ess
YMR047C,ess
YMR049C,ess
YMR059W,ess
YMR076C,ess
YMR079W,ess
YMR093W,ess
YMR094W,ess
YMR112C,ess
YMR113W,ess
YMR117C,ess
YMR128W,ess
YMR131C,ess
YMR134W,ess
YMR146C,ess
YMR168C,ess
YMR185W,ess
YMR197C,ess
YMR200W,ess
YMR203W,ess
YMR208W,ess
YMR211W,ess
YMR213W,ess
YMR218C,ess
YMR220W,ess
YMR227C,ess
YMR229C,ess
YMR235C,ess
YMR236W,ess
YMR239C,ess
YMR240C,ess
YMR260C,ess
YMR268C,ess
YMR270C,ess
YMR277W,ess
YMR281W,ess
YMR288W,ess
YMR290C,ess
YMR296C,ess
YMR298W,ess
YMR301C,ess
YMR308C,ess
YMR309C,ess
YMR314W,ess
YNL317W,ess
YNL313C,ess
YNL312W,ess
YNL310C,ess
YNL308C,ess
YNL306W,ess
YNL290W,ess
YNL287W,ess
YNL282W,ess
YNL272C,ess
YNL267W,ess
YNL262W,ess
YNL261W,ess
YNL260C,ess
YNL258C,ess
YNL251C,ess
YNL247W,ess
YNL245C,ess
YNL244C,ess
YNL240C,ess
YNL232W,ess
YNL222W,ess
YNL221C,ess
YNL216W,ess
YNL207W,ess
YNL189W,ess
YNL188W,ess
YNL182C,ess
YNL181W,ess
YNL178W,ess
YNL172W,ess
YNL163C,ess
YNL162W,ess
YNL161W,ess
YNL158W,ess
YNL152W,ess
YNL151C,ess
YNL149C,ess
YNL137C,ess
YNL132W,ess
YNL131W,ess
YNL126W,ess
YNL124W,ess
YNL118C,ess
YNL113W,ess
YNL112W,ess
YNL110C,ess
YNL103W,ess
YNL102W,ess
YNL088W,ess
YNL075W,ess
YNL062C,ess
YNL061W,ess
YNL039W,ess
YNL038W,ess
YNL026W,ess
YNL007C,ess
YNL006W,ess
YNL002C,ess
YNR003C,ess
YNR011C,ess
YNR016C,ess
YNR017W,ess
YNR026C,ess
YNR035C,ess
YNR038W,ess
YNR043W,ess
YNR046W,ess
YNR053C,ess
YNR054C,ess
YOL149W,ess
YOL146W,ess
YOL144W,ess
YOL139C,ess
YOL135C,ess
YOL133W,ess
YOL130W,ess
YOL127W,ess
YOL123W,ess
YOL120C,ess
YOL102C,ess
YOL097C,ess
YOL094C,ess
YOL078W,ess
YOL077C,ess
YOL069W,ess
YOL066C,ess
YOL040C,ess
YOL038W,ess
YOL034W,ess
YOL026C,ess
YOL022C,ess
YOL021C,ess
YOL010W,ess
YOL005C,ess
YOR004W,ess
YOR020C,ess
YOR046C,ess
YOR048C,ess
YOR056C,ess
YOR057W,ess
YOR060C,ess
YOR063W,ess
YOR074C,ess
YOR075W,ess
YOR077W,ess
YOR098C,ess
YOR103C,ess
YOR110W,ess
YOR116C,ess
YOR117W,ess
YOR119C,ess
YOR122C,ess
YOR143C,ess
YOR145C,ess
YOR148C,ess
YOR149C,ess
YOR151C,ess
YOR157C,ess
YOR159C,ess
YOR160W,ess
YOR168W,ess
YOR174W,ess
YOR176W,ess
YOR181W,ess
YOR194C,ess
YOR207C,ess
YOR210W,ess
YOR217W,ess
YOR224C,ess
YOR232W,ess
YOR236W,ess
YOR244W,ess
YOR249C,ess
YOR250C,ess
YOR256C,ess
YOR257W,ess
YOR259C,ess
YOR260W,ess
YOR261C,ess
YOR262W,ess
YOR272W,ess
YOR278W,ess
YOR281C,ess
YOR294W,ess
YOR310C,ess
YOR319W,ess
YOR326W,ess
YOR329C,ess
YOR335C,ess
YOR336W,ess
YOR340C,ess
YOR353C,ess
YOR361C,ess
YOR362C,ess
YOR370C,ess
YOR372C,ess
YOR373W,ess
YPL266W,ess
YPL255W,ess
YPL243W,ess
YPL242C,ess
YPL237W,ess
YPL235W,ess
YPL233W,ess
YPL228W,ess
YPL218W,ess
YPL211W,ess
YPL210C,ess
YPL209C,ess
YPL190C,ess
YPL175W,ess
YPL169C,ess
YPL160W,ess
YPL153C,ess
YPL151C,ess
YPL146C,ess
YPL143W,ess
YPL131W,ess
YPL128C,ess
YPL126W,ess
YPL124W,ess
YPL122C,ess
YPL117C,ess
YPL094C,ess
YPL085W,ess
YPL083C,ess
YPL082C,ess
YPL076W,ess
YPL075W,ess
YPL063W,ess
YPL043W,ess
YPL028W,ess
YPL020C,ess
YPL012W,ess
YPL010W,ess
YPL007C,ess
YPR010C,ess
YPR016C,ess
YPR019W,ess
YPR025C,ess
YPR033C,ess
YPR034W,ess
YPR035W,ess
YPR041W,ess
YPR048W,ess
YPR055W,ess
YPR056W,ess
YPR082C,ess
YPR085C,ess
YPR086W,ess
YPR088C,ess
YPR094W,ess
YPR103W,ess
YPR104C,ess
YPR105C,ess
YPR107C,ess
YPR108W,ess
YPR110C,ess
YPR112C,ess
YPR113W,ess
YPR133C,ess
YPR137W,ess
YPR143W,ess
YPR144C,ess
YPR161C,ess
YPR162C,ess
YPR165W,ess
YPR168W,ess
YPR169W,ess
YPR175W,ess
YPR176C,ess
YPR178W,ess
YPR180W,ess
YPR181C,ess
YPR182W,ess
YPR183W,ess
YPR186C,ess
YPR187W,ess
YPR190C,ess
YIL046W-A,non_ess
YHR007C-A,non_ess
YEL008W,non_ess
YOR316C-A,non_ess
YMR194C-A,non_ess
YIL100W,non_ess
YIL100C-A,non_ess
YJL052C-A,non_ess
YOL019W-A,non_ess
YOR348C,non_ess
YDL240C-A,non_ess
YBR032W,non_ess
YER088C-A,non_ess
YML054C-A,non_ess
YDR010C,non_ess
YBL044W,non_ess
YHL006C,non_ess
YMR122C,non_ess
YEL008C-A,non_ess
YKL198C,non_ess
YCR006C,non_ess
YGR203W,non_ess
YML007C-A,non_ess
YGL063C-A,non_ess
YJL156W-A,non_ess
YDR274C,non_ess
YDR246W-A,non_ess
YFR034W-A,non_ess
YML101C,non_ess
YOR343C,non_ess
YKL086W,non_ess
YMR057C,non_ess
YOL110W,non_ess
YJL027C,non_ess
YDR215C,non_ess
YMR103C,non_ess
YFR035C,non_ess
YDR094W,non_ess
YPR195C,non_ess
YBR230W-A,non_ess
YBL109W,non_ess
YPL111W,non_ess
YLR415C,non_ess
YML100W-A,non_ess
YGR107W,non_ess
YJL077C,non_ess
YKR041W,non_ess
YDR525W-A,non_ess
YKR040C,non_ess
YIR018C-A,non_ess
YOR161C-C,non_ess
YGL126W,non_ess
YER078W-A,non_ess
YBL001C,non_ess
YHL005C,non_ess
YIL054W,non_ess
YJL152W,non_ess
YGL063W,non_ess
YBR296C-A,non_ess
YFR018C,non_ess
YMR042W,non_ess
YMR007W,non_ess
YLR236C,non_ess
YMR175W-A,non_ess
YER091C-A,non_ess
YKL097C,non_ess
YLR112W,non_ess
YGR121W-A,non_ess
YNR002C,non_ess
YMR135W-A,non_ess
YGR240C-A,non_ess
YJL150W,non_ess
YAL039C,non_ess
YJR115W,non_ess
YJL133C-A,non_ess
YMR251W,non_ess
YGR045C,non_ess
YJL077W-A,non_ess
YJL028W,non_ess
YDR095C,non_ess
YOR024W,non_ess
YHR032C-A,non_ess
YEL059W,non_ess
YDR260C,non_ess
YDR250C,non_ess
YFR034C,non_ess
YHR001W-A,non_ess
YML122C,non_ess
YKR075W-A,non_ess
YGR031W,non_ess
YFR032C-B,non_ess
YJR128W,non_ess
YEL074W,non_ess
YOL013W-A,non_ess
YPR074W-A,non_ess
YLR302C,non_ess
YLR255C,non_ess
YOR072W,non_ess
YPL056C,non_ess
YFL012W-A,non_ess
YBR126W-B,non_ess
YEL033W,non_ess
YIL163C,non_ess
YKR073C,non_ess
YPL067C,non_ess
YBR298C-A,non_ess
YNL097C-B,non_ess
YOR183W,non_ess
YLR279W,non_ess
YKL183C-A,non_ess
YGR031C-A,non_ess
YGL072C,non_ess
YBR209W,non_ess
YNL148C,non_ess
YGL007W,non_ess
YGR146C-A,non_ess
YPR001W,non_ess
YGR025W,non_ess
YIR017W-A,non_ess
YFL015C,non_ess
YOL118C,non_ess
YBL100W-C,non_ess
YBR103C-A,non_ess
YMR245W,non_ess
YNL285W,non_ess
YBL002W,non_ess
YPL185W,non_ess
YCL040W,non_ess
YDR008C,non_ess
YBR126W-A,non_ess
YDR157W,non_ess
YBL108W,non_ess
YLR366W,non_ess
YOR186C-A,non_ess
YHR136C,non_ess
YGR176W,non_ess
YOR072W-A,non_ess
YOR029W,non_ess
YPR039W,non_ess
YHL041W,non_ess
YIR017C,non_ess
YMR230W-A,non_ess
YCL010C,non_ess
YHL006W-A,non_ess
YLR349W,non_ess
YLR162W,non_ess
YMR194C-B,non_ess
YNL269W,non_ess
YEL067C,non_ess
YMR069W,non_ess
YKL030W,non_ess
YPR170C,non_ess
YHL037C,non_ess
YBR196C-B,non_ess
YBR197C,non_ess
YDR512C,non_ess
YBL013W,non_ess
YHL025W,non_ess
YDR524C-A,non_ess
YOR268C,non_ess
YLR416C,non_ess
YER088W-B,non_ess
YFL032W,non_ess
YMR107W,non_ess
YLR437C-A,non_ess
YGR051C,non_ess
YKL084W,non_ess
YPL062W,non_ess
YDR491C,non_ess
YOR314W-A,non_ess
YGL165C,non_ess
YCL042W,non_ess
YBR134W,non_ess
YHL015W-A,non_ess
YER177W,non_ess
YMR105W-A,non_ess
YGR268C,non_ess
YGR096W,non_ess
YCR024C-B,non_ess
YDR482C,non_ess
YDR476C,non_ess
YLL059C,non_ess
YDL242W,non_ess
YOR034C-A,non_ess
YJL157C,non_ess
YJL062W-A,non_ess
YOL086W-A,non_ess
YMR182W-A,non_ess
YEL001C,non_ess
YDR214W,non_ess
YLR120W-A,non_ess
YDL086C-A,non_ess
YPR036W-A,non_ess
YLR466C-B,non_ess
YML084W,non_ess
YJR001W,non_ess
YJR146W,non_ess
YOR011W-A,non_ess
YAR035W,non_ess
YLR400W,non_ess
YLR296W,non_ess
YGR269W,non_ess
YGR050C,non_ess
YHR022C-A,non_ess
YHR032W-A,non_ess
YBR144C,non_ess
YMR056C,non_ess
YDR136C,non_ess
YHL042W,non_ess
YMR002W,non_ess
YHR028W-A,non_ess
YFR033C,non_ess
YER153C,non_ess
YPR150W,non_ess
YOR376W,non_ess
YAL037C-A,non_ess
YLR299C-A,non_ess
YNR075C-A,non_ess
YNL017C,non_ess
YOR302W,non_ess
YIL001W,non_ess
YER119C-A,non_ess
YOL085C,non_ess
YPL080C,non_ess
YLR059C,non_ess
YGR068C,non_ess
YIL134C-A,non_ess
YCR022C,non_ess
YNL277W-A,non_ess
YMR318C,non_ess
YHR033W,non_ess
YCR025C,non_ess
YGR244C,non_ess
YDL125C,non_ess
YKL031W,non_ess
YLR269C,non_ess
YGR069W,non_ess
YLR437C,non_ess
YOR379C,non_ess
YPR064W,non_ess
YOR083W,non_ess
YNR057C,non_ess
YEL066W,non_ess
YJL077W-B,non_ess
YAL062W,non_ess
YKR012C,non_ess
YJL211C,non_ess
YDR535C,non_ess
YOR199W,non_ess
YDR405W,non_ess
YAL069W,non_ess
YJL127W-A,non_ess
YJR151W-A,non_ess
YNL028W,non_ess
YFL021C-A,non_ess
YHR087W,non_ess
YFR017C,non_ess
YLR169W,non_ess
YOR008W-B,non_ess
YLL066W-B,non_ess
YGR035W-A,non_ess
YLR285C-A,non_ess
YHR217C,non_ess
YDR525W,non_ess
YBR221W-A,non_ess
YJL007C,non_ess
YPR108W-A,non_ess
YKL183W,non_ess
YNR036C,non_ess
YNL103W-A,non_ess
YBR072C-A,non_ess
YJL119C,non_ess
YLR428C,non_ess
YOR318C,non_ess
YOR300W,non_ess
YKL147C,non_ess
YBR001C,non_ess
YDR001C,non_ess
YPR151C,non_ess
YFL013W-A,non_ess
YPR014C,non_ess
YNR037C,non_ess
YGL006W-A,non_ess
YFR056C,non_ess
YDR357C,non_ess
YOR301W,non_ess
YGR291C,non_ess
YLR280C,non_ess
YMR304C-A,non_ess
YHR002W,non_ess
YPR170W-A,non_ess
YJL004C,non_ess
YBL006W-A,non_ess
YOR293C-A,non_ess
YER188C-A,non_ess
YNL004W,non_ess
YOR222W,non_ess
YDR426C,non_ess
YJL043W,non_ess
YBR006W,non_ess
YJR078W,non_ess
YLL030C,non_ess
YLR235C,non_ess
YKR003W,non_ess
YOL038C-A,non_ess
YPR037C,non_ess
YEL014C,non_ess
YJL151C,non_ess
YCR108C,non_ess
YML129C,non_ess
YGL177W,non_ess
YOR050C,non_ess
YOR364W,non_ess
YCR064C,non_ess
YPR077C,non_ess
YCL001W-B,non_ess
YJR114W,non_ess
YDL041W,non_ess
YKR032W,non_ess
YPR145C-A,non_ess
YKL029C,non_ess
YGL002W,non_ess
YGR164W,non_ess
YNL042W-B,non_ess
YJL135W,non_ess
YHR032W,non_ess
YOL002C,non_ess
YER176W,non_ess
YPR160W-A,non_ess
YOL001W,non_ess
YCR005C,non_ess
YJL191W,non_ess
YHR086W-A,non_ess
YGR019W,non_ess
YLR438W,non_ess
YHR180W-A,non_ess
YMR148W,non_ess
YBL029C-A,non_ess
YAR003W,non_ess
YIR001C,non_ess
YDR003W-A,non_ess
YLR348C,non_ess
YLR374C,non_ess
YMR254C,non_ess
YAL016C-B,non_ess
YJR048W,non_ess
YLR294C,non_ess
YOR055W,non_ess
YOR091W,non_ess
YML051W,non_ess
YJL136W-A,non_ess
YBR027C,non_ess
YOR394C-A,non_ess
YOR031W,non_ess
YOR002W,non_ess
YOR153W,non_ess
YPR038W,non_ess
YOL085W-A,non_ess
YLR326W,non_ess
YMR252C,non_ess
YNR014W,non_ess
YMR246W,non_ess
YER068C-A,non_ess
YNL146C-A,non_ess
YPL250C,non_ess
YLR179C,non_ess
YJL161W,non_ess
YNL303W,non_ess
YOR186W,non_ess
YMR175W,non_ess
YMR244W,non_ess
YOR121C,non_ess
YFR052C-A,non_ess
YGR270C-A,non_ess
YPR040W,non_ess
YNL179C,non_ess
YPR146C,non_ess
YOR134W,non_ess
YBR090C,non_ess
YPR002W,non_ess
YDR344C,non_ess
YJR129C,non_ess
YBR076C-A,non_ess
YHL002C-A,non_ess
YDL086W,non_ess
YDR119W-A,non_ess
YOR032W-A,non_ess
YLR281C,non_ess
YPR011C,non_ess
YDL001W,non_ess
YER034W,non_ess
YML058W,non_ess
YOR003W,non_ess
YJR113C,non_ess
YCL057C-A,non_ess
YNR015W,non_ess
YML101C-A,non_ess
YML052W,non_ess
YER084W,non_ess
YOR082C,non_ess
YFL063W,non_ess
YOR298C-A,non_ess
YGL004C,non_ess
YPL015C,non_ess
YEL004W,non_ess
YDL124W,non_ess
YDR384C,non_ess
YKL151C,non_ess
YAL068W-A,non_ess
YNL024C,non_ess
YOL097W-A,non_ess
YIL002W-A,non_ess
YDR467C,non_ess
YML004C,non_ess
YNL067W-B,non_ess
YFR036W,non_ess
YIR016W,non_ess
YPR092W,non_ess
YKL102C,non_ess
YCR049C,non_ess
YEL021W,non_ess
YJR112W-A,non_ess
YBR219C,non_ess
YBR291C,non_ess
YOL003C,non_ess
YPR160C-A,non_ess
YLL029W,non_ess
YBL096C,non_ess
YNL241C,non_ess
YGL125W,non_ess
YLR111W,non_ess
YDR102C,non_ess
YPR170W-B,non_ess
YNL195C,non_ess
YBR223W-A,non_ess
YER081W,non_ess
YMR316C-A,non_ess
YPL003W,non_ess
YBR116C,non_ess
YDR410C,non_ess
YLR414C,non_ess
YOR120W,non_ess
YMR086C-A,non_ess
YHR173C,non_ess
YFR026C,non_ess
YGL118C,non_ess
YGL191W,non_ess
YIL012W,non_ess
YKL218C,non_ess
YML089C,non_ess
YEL011W,non_ess
YOR179C,non_ess
YPR087W,non_ess
YDL023C,non_ess
YKL096W,non_ess
YDR043C,non_ess
YGR021W,non_ess
YPL047W,non_ess
YOL059W,non_ess
YPL004C,non_ess
YML001W,non_ess
YAL061W,non_ess
YMR031W-A,non_ess
YER092W,non_ess
YPR051W,non_ess
YHR001W,non_ess
YOR084W,non_ess
YNL230C,non_ess
YBR201C-A,non_ess
YMR122W-A,non_ess
YLR299W,non_ess
YGL149W,non_ess
YDL162C,non_ess
YMR082C,non_ess
YDL094C,non_ess
YDL002C,non_ess
YGR239C,non_ess
YDR072C,non_ess
YJR020W,non_ess
YER035W,non_ess
YDL222C,non_ess
YGR230W,non_ess
YNL202W,non_ess
YNR018W,non_ess
YDR007W,non_ess
YDR076W,non_ess
YEL012W,non_ess
YLR390W,non_ess
YCR086W,non_ess
YIL057C,non_ess
YGL041C-B,non_ess
YHR180C-B,non_ess
YFR053C,non_ess
YGR201C,non_ess
YPR149W,non_ess
YPL013C,non_ess
YLR282C,non_ess
YLR137W,non_ess
YLR408C,non_ess
YIL047C-A,non_ess
