orf,label
YMR240C,ess
YMR260C,ess
YMR268C,ess
YMR277W,ess
YMR281W,ess
YMR288W,ess
YMR290C,ess
YMR296C,ess
YMR309C,ess
YMR314W,ess
YNL317W,ess
YNL313C,ess
YNL312W,ess
YNL290W,ess
YNL287W,ess
YNL272C,ess
YNL262W,ess
YNL261W,ess
YNL251C,ess
YNL247W,ess
YNL245C,ess
YNL244C,ess
YNL240C,ess
YNL221C,ess
YNL207W,ess
YNL189W,ess
YNL182C,ess
YNL181W,ess
YNL178W,ess
YNL172W,ess
YNL126W,ess
YNL124W,ess
YNL113W,ess
YNL110C,ess
YNL102W,ess
YNL088W,ess
YNL075W,ess
YNL061W,ess
YNL039W,ess
YNL038W,ess
YNL026W,ess
YNL002C,ess
YNR003C,ess
YNR011C,ess
YNR016C,ess
YNR017W,ess
YNR035C,ess
YNR038W,ess
YNR043W,ess
YNR054C,ess
YOL149W,ess
YOL146W,ess
YOL139C,ess
YOL135C,ess
YOL133W,ess
YOL130W,ess
YOL123W,ess
YOL102C,ess
YOL097C,ess
YOL094C,ess
YOL077C,ess
YOL069W,ess
YOL021C,ess
YOL010W,ess
YOL005C,ess
YOR004W,ess
YOR020C,ess
YOR046C,ess
YOR048C,ess
YOR056C,ess
YOR057W,ess
YOR075W,ess
YOR077W,ess
YOR103C,ess
YOR116C,ess
YOR117W,ess
YOR119C,ess
YOR143C,ess
YOR148C,ess
YOR149C,ess
YOR151C,ess
YOR157C,ess
YOR159C,ess
YOR160W,ess
YOR168W,ess
YOR176W,ess
YOR194C,ess
YOR207C,ess
YOR210W,ess
YOR217W,ess
YOR224C,ess
YOR232W,ess
YOR244W,ess
YOR249C,ess
YOR250C,ess
YOR257W,ess
YOR260W,ess
YOR261C,ess
YOR262W,ess
YOR272W,ess
YOR278W,ess
YOR294W,ess
YOR310C,ess
YOR319W,ess
YOR335C,ess
YOR340C,ess
YOR353C,ess
YOR361C,ess
YOR362C,ess
YOR370C,ess
YOR373W,ess
YPL266W,ess
YPL237W,ess
YPL235W,ess
YPL233W,ess
YPL228W,ess
YPL218W,ess
YPL211W,ess
YPL209C,ess
YPL175W,ess
YPL160W,ess
YPL151C,ess
YPL128C,ess
YPL126W,ess
YPL117C,ess
YPL094C,ess
YPL083C,ess
YPL082C,ess
YPL076W,ess
YPL063W,ess
YPL043W,ess
YPL028W,ess
YPL012W,ess
YPL010W,ess
YPR010C,ess
YPR025C,ess
YPR033C,ess
YPR035W,ess
YPR041W,ess
YPR055W,ess
YPR056W,ess
YPR082C,ess
YPR085C,ess
YPR086W,ess
YPR103W,ess
YPR105C,ess
YPR107C,ess
YPR108W,ess
YPR110C,ess
YPR112C,ess
YPR113W,ess
YPR137W,ess
YPR143W,ess
YPR144C,ess
YPR161C,ess
YPR162C,ess
YPR169W,ess
YPR175W,ess
YPR176C,ess
YPR178W,ess
YPR181C,ess
YPR182W,ess
YPR183W,ess
YPR186C,ess
YPR187W,ess
YPR190C,ess
YBL097W,ess
YBL084C,ess
YBL076C,ess
YBL050W,ess
YBL041W,ess
YBL035C,ess
YBL034C,ess
YBL026W,ess
YBL020W,ess
YBR004C,ess
YBR011C,ess
YBR029C,ess
YBR060C,ess
YBR079C,ess
YBR087W,ess
YBR088C,ess
YBR109C,ess
YBR110W,ess
YBR142W,ess
YBR143C,ess
YBR153W,ess
YBR154C,ess
YBR155W,ess
YBR160W,ess
YBR192W,ess
YBR193C,ess
YBR196C,ess
YBR198C,ess
YBR202W,ess
YBR234C,ess
YBR236C,ess
YBR243C,ess
YBR247C,ess
YBR252W,ess
YBR254C,ess
YBR256C,ess
YBR265W,ess
YCL059C,ess
YCL054W,ess
YCL043C,ess
YCR012W,ess
YCR035C,ess
YCR054C,ess
YCR057C,ess
YCR072C,ess
YCR093W,ess
YDL217C,ess
YDL209C,ess
YDL208W,ess
YDL207W,ess
YDL166C,ess
YDL164C,ess
YDL153C,ess
YDL150W,ess
YDL148C,ess
YDL145C,ess
YDL143W,ess
YDL141W,ess
YDL132W,ess
YDL126C,ess
YDL111C,ess
YDL108W,ess
YDL105W,ess
YDL102W,ess
YDL097C,ess
YDL087C,ess
YDL084W,ess
YDL060W,ess
YDL055C,ess
YDL043C,ess
YDL031W,ess
YDL030W,ess
YDL017W,ess
YDL015C,ess
YDL003W,ess
YDR002W,ess
YDR013W,ess
YDR023W,ess
YDR044W,ess
YDR045C,ess
YDR052C,ess
YDR060W,ess
YDR062W,ess
YDR086C,ess
YDR091C,ess
YDR164C,ess
YDR167W,ess
YDR168W,ess
YDR172W,ess
YDR180W,ess
YDR182W,ess
YDR188W,ess
YDR190C,ess
YDR196C,ess
YDR208W,ess
YDR211W,ess
YDR228C,ess
YDR235W,ess
YDR236C,ess
YDR238C,ess
YDR243C,ess
YDR246W,ess
YDR267C,ess
YDR280W,ess
YDR299W,ess
YDR301W,ess
YDR302W,ess
YDR311W,ess
YDR324C,ess
YDR328C,ess
YDR331W,ess
YDR339C,ess
YDR341C,ess
YDR362C,ess
YDR376W,ess
YDR394W,ess
YDR397C,ess
YDR398W,ess
YDR404C,ess
YDR416W,ess
YDR429C,ess
YDR437W,ess
YDR449C,ess
YDR454C,ess
YDR460W,ess
YDR472W,ess
YDR478W,ess
YDR487C,ess
YDR489W,ess
YEL055C,ess
YEL032W,ess
YEL026W,ess
YEL019C,ess
YEL002C,ess
YER003C,ess
YER009W,ess
YER012W,ess
YER013W,ess
YER021W,ess
YER022W,ess
YER023W,ess
YER082C,ess
YER094C,ess
YER112W,ess
YER126C,ess
YER127W,ess
YER136W,ess
YER146W,ess
YER148W,ess
YER159C,ess
YER171W,ess
YER172C,ess
YFL045C,ess
YFL039C,ess
YFL038C,ess
YFL037W,ess
YFL024C,ess
YFL017W-A,ess
YFL017C,ess
YFL005W,ess
YFL002C,ess
YFR002W,ess
YFR004W,ess
YFR027W,ess
YFR042W,ess
YFR050C,ess
YFR052W,ess
YGL247W,ess
YGL245W,ess
YGL238W,ess
YGL233W,ess
YGL225W,ess
YGL207W,ess
YGL201C,ess
YGL172W,ess
YGL155W,ess
YGL142C,ess
YGL137W,ess
YGL130W,ess
YGL128C,ess
YGL123W,ess
YGL116W,ess
YGL111W,ess
YGL097W,ess
YGL093W,ess
YGL092W,ess
YGL091C,ess
YGL073W,ess
YGL065C,ess
YGL047W,ess
YGL018C,ess
YGL011C,ess
YGL008C,ess
YGL001C,ess
YGR005C,ess
YGR009C,ess
YGR024C,ess
YGR048W,ess
YGR060W,ess
YGR074W,ess
YGR075C,ess
YGR083C,ess
YGR090W,ess
YGR091W,ess
YGR094W,ess
YGR095C,ess
YGR099W,ess
YGR103W,ess
YGR119C,ess
YGR145W,ess
YGR158C,ess
YGR172C,ess
YGR185C,ess
YGR186W,ess
YGR211W,ess
YGR218W,ess
YGR245C,ess
YGR246C,ess
YGR253C,ess
YGR264C,ess
YGR267C,ess
YGR277C,ess
YGR278W,ess
YHL015W,ess
YHR005C-A,ess
YHR019C,ess
YHR020W,ess
YHR024C,ess
YHR065C,ess
YHR068W,ess
YHR069C,ess
YHR072W,ess
YHR074W,ess
YHR085W,ess
YHR088W,ess
YHR122W,ess
YHR143W-A,ess
YHR148W,ess
YHR164C,ess
YHR166C,ess
YHR170W,ess
YHR172W,ess
YHR186C,ess
YHR188C,ess
YHR190W,ess
YHR197W,ess
YIL150C,ess
YIL144W,ess
YIL142W,ess
YIL129C,ess
YIL115C,ess
YIL109C,ess
YIL106W,ess
YIL104C,ess
YIL091C,ess
YIL083C,ess
YIL078W,ess
YIL075C,ess
YIL068C,ess
YIL062C,ess
YIL061C,ess
YIL051C,ess
YIL046W,ess
YIL022W,ess
YIL019W,ess
YIL004C,ess
YIR008C,ess
YIR012W,ess
YIR015W,ess
YIR022W,ess
