hits_count,reads_count,hits_count_pro,orf_len,hits_10kb,reads_10kb,len_10kb,hits_per_len,reads_per_len,hits_10kb_per_len,reads_10kb_per_len,NI,hits_ratio,norm_orf_len,norm_hits_count,norm_reads_count,norm_reads_10kb,norm_hits_10kb,norm_len_10kb,norm_hits_pro,orf,label
4,21,0,290,257,2948,14219.0,0.013793103448275862,0.07241379310344828,0.018074407482945355,0.20732822280047825,1.3103945425135382,0.0,0.016346546791990192,0.011560693641618497,0.0018151957818307546,0.1823805988616679,0.39477726574500765,0.7762968299711815,0.0,YAL063C-A,non_ess
12,62,0,3968,353,4561,14497.0,0.0030241935483870967,0.015625,0.024349865489411603,0.31461681727253915,8.051688855165438,0.0,0.2668573763792399,0.03468208092485549,0.005359149451119371,0.2821702548874041,0.5422427035330261,0.7929875120076849,0.0,YAL063C,non_ess
84,1318,20,1373,289,4676,7582.0,0.06117989803350328,0.9599417334304443,0.03811659192825112,0.6167238195726721,0.6230247704462951,0.23809523809523808,0.09011033919084593,0.24277456647398843,0.11392514478347307,0.2892848304875031,0.44393241167434716,0.3778218059558117,0.5405405405405406,YAL062W,non_ess
50,801,0,1253,280,4630,6274.0,0.03990422984836393,0.6392657621707901,0.04462862607586866,0.7379662097545425,1.1183933694612687,0.0,0.08193706579485084,0.1445086705202312,0.06923675339268735,0.2864390002474635,0.43010752688172044,0.2992915465898175,0.0,YAL061W,non_ess
33,243,1,1148,341,6252,6599.0,0.028745644599303136,0.21167247386759583,0.051674496135778146,0.9474162751932111,1.797646107996161,0.030303030303030304,0.07478545157335513,0.0953757225433526,0.021004408332613016,0.3867854491462509,0.5238095238095238,0.3188040345821326,0.02702702702702703,YAL060W,non_ess
4,27,2,422,341,6252,6599.0,0.009478672985781991,0.06398104265402843,0.051674496135778146,0.9474162751932111,5.451659342324594,0.5,0.0253371475275848,0.011560693641618497,0.002333823148068113,0.3867854491462509,0.5238095238095238,0.3188040345821326,0.05405405405405406,YAL059C-A,non_ess
11,105,5,638,341,6252,6599.0,0.017241379310344827,0.164576802507837,0.051674496135778146,0.9474162751932111,2.9971207758751324,0.45454545454545453,0.040049039640375976,0.031791907514450865,0.009075978909153773,0.3867854491462509,0.5238095238095238,0.3188040345821326,0.13513513513513514,YAL059W,non_ess
32,325,1,1508,365,6588,6913.0,0.021220159151193633,0.21551724137931033,0.052799074208013885,0.9529871257051931,2.4881563720526545,0.03125,0.09930527176134042,0.09248554913294797,0.02809231567119025,0.40757238307349664,0.5606758832565284,0.3376560999039385,0.02702702702702703,YAL058W,non_ess
11,68,11,350,349,6391,6185.0,0.03142857142857143,0.19428571428571428,0.05642683912691997,1.033306386418755,1.7953994267656352,1.0,0.020433183489987742,0.031791907514450865,0.005877776817356729,0.39538480574115314,0.5360983102918587,0.29394812680115273,0.2972972972972973,YAL056C-A,non_ess
63,584,8,2642,338,6330,5770.0,0.02384557153671461,0.2210446631339894,0.058578856152513,1.097053726169844,2.456592665951418,0.12698412698412698,0.1765427053534941,0.18208092485549132,0.05047973031376955,0.3916109873793615,0.5192012288786483,0.26903218059558115,0.21621621621621623,YAL056W,non_ess
15,172,3,542,245,5121,3586.0,0.027675276752767528,0.3173431734317343,0.06832124930284439,1.428053541550474,2.468674474809444,0.2,0.0335104209235799,0.04335260115606936,0.014867317832137609,0.31681514476614697,0.3763440860215054,0.1379082612872238,0.08108108108108109,YAL055W,non_ess
50,454,3,2141,254,5256,3744.0,0.023353573096683792,0.21205044371788884,0.06784188034188034,1.4038461538461537,2.904989316239316,0.06,0.14241928892521455,0.1445086705202312,0.039242804045293456,0.32516703786191536,0.3901689708141321,0.14739433237271854,0.08108108108108109,YAL054C,non_ess
42,383,1,2351,186,4263,3157.0,0.01786473840918758,0.16290940025521056,0.05891669306303453,1.3503325942350333,3.297932033123671,0.023809523809523808,0.15672251736820597,0.12138728323699421,0.03310571354481805,0.2637342242019302,0.2857142857142857,0.1121517771373679,0.02702702702702703,YAL053W,non_ess
41,393,9,3143,197,5627,3059.0,0.013044861597200128,0.12503977091950366,0.06440013076168682,1.8394900294213796,4.936819780097114,0.21951219512195122,0.21066612178177363,0.11849710982658959,0.03397009248854698,0.3481192774065825,0.30261136712749614,0.10626801152737753,0.24324324324324326,YAL051W,non_ess
8,72,3,740,177,4780,2878.0,0.010810810810810811,0.0972972972972973,0.061501042390548995,1.6608756080611535,5.688846421125782,0.375,0.04699632202697181,0.023121387283236993,0.0062235283948483015,0.29571888146498393,0.271889400921659,0.0954010566762728,0.08108108108108109,YAL049C,non_ess
36,237,5,1988,184,5162,2765.0,0.018108651911468814,0.11921529175050302,0.06654611211573237,1.8669077757685353,3.6748241912798876,0.1388888888888889,0.1319983653453208,0.10404624277456646,0.02048578096637566,0.3193516456322692,0.282642089093702,0.08861671469740634,0.13513513513513514,YAL048C,non_ess
7,54,2,329,183,5140,2685.0,0.02127659574468085,0.1641337386018237,0.06815642458100558,1.914338919925512,3.2033519553072627,0.2857142857142857,0.0190028606456886,0.02023121387283237,0.004667646296136226,0.3179905963870329,0.28110599078341014,0.08381364073006722,0.05405405405405406,YAL047W-A,non_ess
7,41,3,1868,200,5274,3059.0,0.003747323340471092,0.021948608137044967,0.06538084341288003,1.7240928407976464,17.447345070751414,0.42857142857142855,0.12382509194932573,0.02023121387283237,0.003543953669288616,0.3262806236080178,0.30721966205837176,0.10626801152737753,0.08108108108108109,YAL047C,non_ess
5,31,10,356,119,3213,2182.0,0.014044943820224719,0.08707865168539326,0.05453712190650779,1.4725022914757104,3.883043079743355,2.0,0.020841847159787496,0.014450867052023121,0.0026795747255596854,0.1987750556792873,0.1827956989247312,0.05361431316042267,0.2702702702702703,YAL046C,non_ess
3,13,2,308,119,3213,2458.0,0.00974025974025974,0.04220779220779221,0.048413344182262,1.307160292921074,4.970436669378899,0.6666666666666666,0.017572537801389457,0.008670520231213872,0.00112369262684761,0.1987750556792873,0.1827956989247312,0.07018491834774254,0.05405405405405406,YAL045C,non_ess
5,69,11,332,120,3219,2512.0,0.015060240963855422,0.20783132530120482,0.04777070063694268,1.2814490445859872,3.171974522292994,2.2,0.019207192480588477,0.014450867052023121,0.005964214711729622,0.1991462509279881,0.18433179723502305,0.07342699327569643,0.2972972972972973,YAL044W-A,non_ess
9,40,8,512,164,3967,3124.0,0.017578125,0.078125,0.052496798975672214,1.2698463508322664,2.9864845639493525,0.8888888888888888,0.03146710257458112,0.026011560693641616,0.003457515774915723,0.24542192526602324,0.2519201228878648,0.11017050912584053,0.21621621621621623,YAL044C,non_ess
11,41,0,2357,303,7853,4591.0,0.004666949512091642,0.017394993635977938,0.06599869309518623,1.7105205837508168,14.141719965941268,0.0,0.15713118103800575,0.031791907514450865,0.003543953669288616,0.4858327146745855,0.46543778801843316,0.1982468780019212,0.0,YAL043C,ess
10,84,2,377,307,7888,5147.0,0.026525198938992044,0.22281167108753316,0.05964639595881096,1.532543229065475,2.248669127647173,0.2,0.022272170004086638,0.028901734104046242,0.007260783127323018,0.4879980202920069,0.4715821812596006,0.23162824207492794,0.05405405405405406,YAL042C-A,non_ess
26,176,3,1247,307,7888,5325.0,0.020850040096230954,0.14113873295910184,0.05765258215962441,1.4813145539906103,2.7651065366558325,0.11538461538461539,0.0815284021250511,0.07514450867052022,0.01521306940962918,0.4879980202920069,0.4715821812596006,0.24231508165225746,0.08108108108108109,YAL042W,non_ess
10,50,0,2564,310,7845,5819.0,0.0039001560062402497,0.01950078003120125,0.05327375837772813,1.348169788623475,13.659391648049493,0.0,0.17123007764609727,0.028901734104046242,0.004321894718644654,0.48533778767631774,0.47619047619047616,0.27197406340057634,0.0,YAL041W,ess
11,121,0,1742,310,7837,6018.0,0.006314580941446613,0.06946039035591274,0.051512130275839146,1.3022598870056497,8.157648267319255,0.0,0.11524315488353086,0.031791907514450865,0.010458985219120061,0.48484286067805,0.47619047619047616,0.28392170989433235,0.0,YAL040C,non_ess
88,1443,9,809,275,6530,5464.0,0.10877626699629171,1.7836835599505563,0.050329428989751096,1.195095168374817,0.4626875915080527,0.10227272727272728,0.05169595422966899,0.2543352601156069,0.1247298815800847,0.40398416233605544,0.42242703533026116,0.25066042267050914,0.24324324324324326,YAL039C,non_ess
6,15,0,1502,301,6552,6224.0,0.0039946737683089215,0.009986684420772303,0.048361182519280205,1.0526992287917738,12.106416023993145,0.0,0.09889660809154067,0.017341040462427744,0.0012965684155933962,0.4053452115812917,0.46236559139784944,0.2962896253602305,0.0,YAL038W,ess
4,12,0,974,301,6552,6236.0,0.004106776180698152,0.012320328542094456,0.04826812059012187,1.050673508659397,11.753287363694676,0.0,0.06293420514916225,0.011560693641618497,0.0010372547324747168,0.4053452115812917,0.46236559139784944,0.2970100864553314,0.0,YAL037C-B,non_ess
6,58,0,92,285,6034,5994.0,0.06521739130434782,0.6304347826086957,0.047547547547547545,1.0066733400066734,0.7290623957290624,0.0,0.002860645688598284,0.017341040462427744,0.005013397873627798,0.3732986884434546,0.4377880184331797,0.28248078770413065,0.0,YAL037C-A,non_ess
13,62,0,803,290,6122,6189.0,0.0161892901618929,0.07721046077210461,0.046857327516561645,0.9891743415737599,2.8943410765999236,0.0,0.051287290559869234,0.03757225433526011,0.005359149451119371,0.3787428854243999,0.445468509984639,0.29418828049951967,0.0,YAL037W,non_ess
20,377,0,1109,290,6122,6189.0,0.018034265103697024,0.33994589720468893,0.046857327516561645,0.9891743415737599,2.5982388107933434,0.0,0.07212913771965673,0.057803468208092484,0.032587086178580686,0.3787428854243999,0.445468509984639,0.29418828049951967,0.0,YAL036C,non_ess
4,28,0,869,196,4765,4784.0,0.004602991944764097,0.03222094361334868,0.04096989966555184,0.9960284280936454,8.900710702341136,0.0,0.055782590927666534,0.011560693641618497,0.002420261042441006,0.2947908933432319,0.3010752688172043,0.2098342939481268,0.0,YAL034W-A,ess
19,93,10,1241,107,1619,3792.0,0.015310233682514102,0.0749395648670427,0.02821729957805907,0.42695147679324896,1.8430351987563844,0.5263157894736842,0.08111973845525133,0.05491329479768786,0.008038724176679056,0.10016085127443701,0.16436251920122888,0.150276176753122,0.2702702702702703,YAL034C,non_ess
0,0,2,521,90,1484,3346.0,0.0,0.0,0.026897788404064555,0.4435146443514644,5.5944440301484715,0.31582471306799526,0.03208009807928076,0.0,0.0,0.09180895817866865,0.1382488479262673,0.12349903938520654,0.05405405405405406,YAL033W,ess
17,72,0,1139,90,1484,3311.0,0.014925373134328358,0.06321334503950835,0.02718212020537602,0.44820295983086683,1.8212020537601934,0.0,0.0741724560686555,0.04913294797687861,0.0062235283948483015,0.09180895817866865,0.1382488479262673,0.12139769452449567,0.0,YAL032C,ess
8,38,5,308,83,1478,2919.0,0.025974025974025976,0.12337662337662338,0.02843439534087016,0.5063377869133264,1.094724220623501,0.625,0.017572537801389457,0.023121387283236993,0.0032846399861699367,0.09143776292996783,0.12749615975422426,0.0978626320845341,0.13513513513513514,YAL031W-A,non_ess
13,108,1,2282,83,1478,2919.0,0.0056967572304995615,0.04732690622261174,0.02843439534087016,0.5063377869133264,4.991330012912747,0.07692307692307693,0.1520228851655088,0.03757225433526011,0.009335292592272452,0.09143776292996783,0.12749615975422426,0.0978626320845341,0.02702702702702703,YAL031C,non_ess
4,43,5,466,76,1432,2424.0,0.008583690987124463,0.09227467811158799,0.03135313531353135,0.5907590759075908,3.6526402640264024,1.25,0.02833401443944967,0.011560693641618497,0.003716829458034402,0.08859193268992824,0.11674347158218126,0.06814361191162344,0.13513513513513514,YAL030W,non_ess
52,484,3,4415,89,1559,3372.0,0.011778029445073612,0.10962627406568516,0.0263938315539739,0.4623368920521945,2.2409378136691305,0.057692307692307696,0.2973028197793216,0.15028901734104044,0.041835940876480245,0.09644889878742885,0.13671274961597543,0.12506003842459174,0.08108108108108109,YAL029C,non_ess
11,114,3,1586,54,840,2440.0,0.0069356872635561164,0.07187894073139975,0.022131147540983605,0.3442622950819672,3.1909090909090905,0.2727272727272727,0.10461789946873724,0.031791907514450865,0.00985391995850981,0.05196733481811432,0.08294930875576037,0.06910422670509125,0.08108108108108109,YAL028W,non_ess
16,225,1,785,47,719,2137.0,0.02038216560509554,0.28662420382165604,0.021993448759943846,0.33645297145531117,1.079053579784745,0.0625,0.050061299550469965,0.046242774566473986,0.01944852623390094,0.044481563969314526,0.07219662058371736,0.050912584053794424,0.02702702702702703,YAL027W,non_ess
6,206,2,437,47,719,2137.0,0.013729977116704805,0.47139588100686497,0.021993448759943846,0.33645297145531117,1.601856184682577,0.3333333333333333,0.026358806702084188,0.017341040462427744,0.017806206240815973,0.044481563969314526,0.07219662058371736,0.050912584053794424,0.05405405405405406,YAL026C-A,non_ess
8,71,0,4067,81,1184,2863.0,0.001967051880993361,0.017457585443816082,0.02829200139713587,0.41355221795319597,14.382946210268948,0.0,0.27360032693093583,0.023121387283236993,0.006137090500475408,0.07324919574362782,0.12442396313364056,0.09450048030739672,0.0,YAL026C,non_ess
20,109,0,4307,94,1000,3276.0,0.0046436034362665425,0.025307638727652657,0.028693528693528692,0.3052503052503053,6.179151404151404,0.0,0.28994687372292605,0.057803468208092484,0.009421730486645345,0.061865874783469436,0.1443932411674347,0.1192963496637848,0.0,YAL024C,non_ess
38,276,0,2279,88,930,2682.0,0.016673979815708645,0.12110574813514699,0.03281133482475764,0.34675615212527966,1.9678166333058595,0.0,0.15181855333060892,0.10982658959537572,0.02385685884691849,0.05753526354862658,0.13517665130568357,0.08363352545629202,0.0,YAL023C,non_ess
14,88,7,1553,104,1055,3379.0,0.00901481004507405,0.056664520283322604,0.030778336786031372,0.3122225510506067,3.4141969306219084,0.5,0.10237024928483858,0.04046242774566474,0.00760653470481459,0.06526849789656025,0.1597542242703533,0.1254803073967339,0.1891891891891892,YAL022C,non_ess
13,71,1,2513,100,1037,2851.0,0.005173099880620772,0.02825308396339037,0.035075412136092596,0.36373202385128023,6.780346976769284,0.07692307692307693,0.16775643645279936,0.03757225433526011,0.006137090500475408,0.06415491215045781,0.15360983102918588,0.09378001921229587,0.02702702702702703,YAL021C,non_ess
20,188,7,1001,92,939,2566.0,0.01998001998001998,0.1878121878121878,0.03585346843335931,0.3659392049883087,1.7944660950896336,0.35,0.06477319166326115,0.057803468208092484,0.016250324142103898,0.0580920564216778,0.141321044546851,0.07666906820365033,0.1891891891891892,YAL020C,non_ess
17,173,1,569,97,1058,2706.0,0.029876977152899824,0.30404217926186294,0.035846267553584624,0.3909830007390983,1.1997956610582148,0.058823529411764705,0.035349407437678795,0.04913294797687861,0.014953755726510502,0.06545409552091067,0.1490015360983103,0.08507444764649374,0.02702702702702703,YAL019W-A,non_ess
22,92,2,3395,113,1255,2973.0,0.006480117820324006,0.027098674521354935,0.03800874537504204,0.4221325260679448,5.865440479466715,0.09090909090909091,0.2278299959133633,0.06358381502890173,0.007952286282306162,0.07764167285325414,0.17357910906298002,0.101104707012488,0.05405405405405406,YAL019W,non_ess
10,88,0,977,108,1169,2811.0,0.01023541453428864,0.09007164790174002,0.0384204909284952,0.415866239772323,3.753681963713981,0.0,0.06313853698406212,0.028901734104046242,0.00760653470481459,0.07232120762187577,0.16589861751152074,0.09137848222862632,0.0,YAL018C,non_ess
72,488,0,4070,106,1057,3134.0,0.01769041769041769,0.1199017199017199,0.03382259093809828,0.33726866624122526,1.9119159044174998,0.0,0.2738046587658357,0.20809248554913293,0.04218169245397182,0.06539222964612719,0.16282642089093702,0.11077089337175791,0.0,YAL017W,non_ess
9,59,1,185,77,811,2463.0,0.04864864864864865,0.31891891891891894,0.03126268777913114,0.32927324401136826,0.6426219154599179,0.1111111111111111,0.009194932570494484,0.026011560693641616,0.005099835768000691,0.05017322444939371,0.11827956989247312,0.07048511047070125,0.02702702702702703,YAL016C-B,non_ess
2,4,0,314,77,811,2463.0,0.006369426751592357,0.012738853503184714,0.03126268777913114,0.32927324401136826,4.908241981323589,0.0,0.01798120147118921,0.005780346820809248,0.0003457515774915723,0.05017322444939371,0.11827956989247312,0.07048511047070125,0.0,YAL016C-A,non_ess
2,4,0,1907,78,806,2745.0,0.001048767697954903,0.002097535395909806,0.02841530054644809,0.2936247723132969,27.09398907103825,0.0,0.1264814058030241,0.005780346820809248,0.0003457515774915723,0.04986389507547637,0.11981566820276497,0.08741594620557155,0.0,YAL016W,non_ess
17,89,10,1199,88,902,3021.0,0.014178482068390326,0.07422852376980818,0.029129427341939754,0.2985766302548825,2.054481375469751,0.5882352941176471,0.07825909276665305,0.04913294797687861,0.007692972599187484,0.05580301905468943,0.13517665130568357,0.10398655139289145,0.2702702702702703,YAL015C,non_ess
8,39,3,767,118,1353,3695.0,0.010430247718383311,0.05084745762711865,0.031935047361299054,0.36617050067658996,3.061772665764547,0.375,0.0488353085410707,0.023121387283236993,0.0033710778805428297,0.08370452858203414,0.18125960061443933,0.14445244956772332,0.08108108108108109,YAL014C,non_ess
1,3,1,1217,163,2109,3929.0,0.0008216926869350862,0.0024650780608052587,0.0414863833036396,0.536777806057521,50.488928480529395,1.0,0.07948508377605232,0.002890173410404624,0.0002593136831186792,0.13047512991833704,0.250384024577573,0.1585014409221902,0.02702702702702703,YAL013W,non_ess
8,45,0,1184,183,2772,3797.0,0.006756756756756757,0.03800675675675676,0.048195944166447194,0.7300500395048722,7.132999736634185,0.0,0.07723743359215367,0.023121387283236993,0.003889705246780188,0.17149220489977726,0.28110599078341014,0.1505763688760807,0.0,YAL012W,non_ess
13,38,12,1877,207,3368,4535.0,0.006925945657964837,0.020245071923281833,0.04564498346196252,0.7426681367144432,6.590433381392589,0.9230769230769231,0.12443808745402535,0.03757225433526011,0.0032846399861699367,0.20836426627072505,0.31797235023041476,0.19488472622478387,0.32432432432432434,YAL011W,non_ess
2,5,1,1481,207,3368,4535.0,0.0013504388926401081,0.00337609723160027,0.04564498346196252,0.7426681367144432,33.80011025358324,0.5,0.09746628524724153,0.005780346820809248,0.0004321894718644654,0.20836426627072505,0.31797235023041476,0.19488472622478387,0.02702702702702703,YAL010C,non_ess
3,17,2,779,201,3238,4260.0,0.0038510911424903724,0.021822849807445442,0.047183098591549295,0.760093896713615,12.251877934272299,0.6666666666666666,0.04965263588067021,0.008670520231213872,0.0014694442043391822,0.20032170254887402,0.3087557603686636,0.1783741594620557,0.05405405405405406,YAL009W,non_ess
6,44,2,596,196,3211,4143.0,0.010067114093959731,0.0738255033557047,0.04730871349263818,0.7750422399227613,4.699332206935393,0.3333333333333333,0.03718839395177769,0.017341040462427744,0.003803267352407295,0.19865132392972035,0.3010752688172043,0.17134966378482228,0.05405405405405406,YAL008W,non_ess
7,18,6,647,200,3256,4206.0,0.010819165378670788,0.027820710973724884,0.0475511174512601,0.7741321921065145,4.395081855852184,0.8571428571428571,0.0406620351450756,0.02023121387283237,0.0015558820987120754,0.20143528829497648,0.30721966205837176,0.17513208453410184,0.16216216216216217,YAL007C,non_ess
35,364,7,1928,195,3174,4070.0,0.01815352697095436,0.1887966804979253,0.04791154791154791,0.7798525798525798,2.639241839241839,0.2,0.12791172864732325,0.10115606936416184,0.03146339355173308,0.196362286562732,0.2995391705069124,0.16696685878962536,0.1891891891891892,YAL005C,non_ess
15,197,1,647,190,3147,3773.0,0.023183925811437404,0.3044822256568779,0.05035780545984628,0.8340842830638749,2.1721000088347027,0.06666666666666667,0.0406620351450756,0.04335260115606936,0.017028265191459935,0.19469190794357832,0.29185867895545314,0.14913544668587894,0.02702702702702703,YAL004W,non_ess
1,1,0,986,206,3867,4393.0,0.0010141987829614604,0.0010141987829614604,0.046892783974504894,0.8802640564534486,46.23628499886183,0.0,0.06375153248876175,0.002890173410404624,8.643789437289307e-05,0.2392353377876763,0.31643625192012287,0.18635926993275698,0.0,YAL003W,ess
44,2225,2,3824,248,4170,5307.0,0.011506276150627616,0.5818514644351465,0.046730732994158655,0.7857546636517807,4.061325522037788,0.045454545454545456,0.25704944830404575,0.12716763005780346,0.19232431497968708,0.25798069784706756,0.38095238095238093,0.24123439000960611,0.05405405405405406,YAL002W,non_ess
45,472,7,1619,134,2153,7070.0,0.027794935145151328,0.291537986411365,0.018953323903818955,0.3045261669024045,0.6818984755618419,0.15555555555555556,0.1068655496526359,0.13005780346820808,0.04079868614400553,0.13319722840880968,0.20583717357910905,0.3470821325648415,0.1891891891891892,YAR002W,non_ess
11,177,10,659,111,1559,7371.0,0.01669195751138088,0.26858877086494687,0.015059015059015059,0.21150454483787817,0.9021719021719022,0.9090909090909091,0.04147936248467512,0.031791907514450865,0.015299507304002074,0.09644889878742885,0.17050691244239632,0.3651536983669548,0.2702702702702703,YAR002C-A,non_ess
63,949,2,1280,125,1673,8932.0,0.04921875,0.74140625,0.013994626063591581,0.18730407523510972,0.28433525970471785,0.031746031746031744,0.08377605230894974,0.18208092485549132,0.08202956175987552,0.10350160851274437,0.19201228878648233,0.45887367915465893,0.05405405405405406,YAR003W,non_ess
0,0,0,1865,138,1901,9389.0,0.0,0.0,0.014698050910640111,0.20247097667483224,5.5944440301484715,0.31582471306799526,0.12362076011442583,0.0,0.0,0.1176070279633754,0.2119815668202765,0.4863112391930836,0.0,YAR007C,ess
6,13,0,827,144,1924,9830.0,0.007255139056831923,0.015719467956469165,0.014649033570701932,0.19572736520854528,2.01912512716175,0.0,0.05292194523906825,0.017341040462427744,0.00112369262684761,0.11902994308339519,0.22119815668202764,0.5127881844380403,0.0,YAR008W,ess
13,54,0,2129,138,1216,11795.0,0.0061061531235321745,0.025364020666979802,0.011699872827469267,0.10309453158117847,1.9160791730524669,0.0,0.14160196158561505,0.03757225433526011,0.004667646296136226,0.07522890373669883,0.2119815668202765,0.6307636887608069,0.0,YAR014C,non_ess
2,6,0,920,182,2454,12321.0,0.002173913043478261,0.006521739130434782,0.014771528285041798,0.19917214511809106,6.794903011119227,0.0,0.05925623212096445,0.005780346820809248,0.0005186273662373584,0.151818856718634,0.27956989247311825,0.6623439000960615,0.0,YAR015W,non_ess
7,40,3,1307,229,3988,13126.0,0.005355776587605203,0.030604437643458302,0.017446289806490933,0.30382447051653205,3.2574715395833787,0.42857142857142855,0.08561503882304863,0.02023121387283237,0.003457515774915723,0.24672110863647612,0.35176651305683565,0.7106748318924111,0.08108108108108109,YAR018C,non_ess
16,85,0,2924,303,5147,13793.0,0.005471956224350205,0.029069767441860465,0.02196766475748568,0.37316029870224027,4.014590734430508,0.0,0.19574989783408256,0.046242774566473986,0.007347221021695911,0.3184236575105172,0.46543778801843316,0.7507204610951008,0.0,YAR019C,ess
0,0,0,332,303,5147,11006.0,0.0,0.0,0.027530437942940213,0.4676540069053244,5.5944440301484715,0.31582471306799526,0.019207192480588477,0.0,0.0,0.3184236575105172,0.46543778801843316,0.583393371757925,0.0,YAR019W-A,non_ess
1,1,0,167,292,4939,9987.0,0.005988023952095809,0.005988023952095809,0.029238009412235907,0.49454290577751076,4.882747571843396,0.0,0.007968941561095219,0.002890173410404624,8.643789437289307e-05,0.3055555555555555,0.4485407066052227,0.5222142170989433,0.0,YAR020C,non_ess
16,155,1,539,319,5233,10961.0,0.029684601113172542,0.287569573283859,0.02910318401605693,0.4774199434358179,0.9804135115409178,0.0625,0.03330608908868002,0.046242774566473986,0.013397873627798427,0.32374412274189557,0.49001536098310294,0.5806916426512968,0.02702702702702703,YAR023C,non_ess
10,129,1,707,352,7585,10914.0,0.014144271570014143,0.18246110325318246,0.03225215319772769,0.6949789261498992,2.2802272310793477,0.1,0.04474867184307316,0.028901734104046242,0.011150488374103207,0.4692526602326157,0.5407066052227343,0.5778698366954851,0.02702702702702703,YAR027W,non_ess
17,104,2,704,352,7585,10914.0,0.024147727272727272,0.14772727272727273,0.03225215319772769,0.6949789261498992,1.33561857948237,0.11764705882352941,0.044544340008173276,0.04913294797687861,0.00898954101478088,0.4692526602326157,0.5407066052227343,0.5778698366954851,0.05405405405405406,YAR028W,non_ess
2,17,1,224,341,7473,10283.0,0.008928571428571428,0.07589285714285714,0.033161528736749976,0.7267334435476028,3.7140912185159976,0.5,0.01185124642419289,0.005780346820809248,0.0014694442043391822,0.4623236822568671,0.5238095238095238,0.5399855907780979,0.02702702702702703,YAR029W,non_ess
9,66,6,341,339,7460,10400.0,0.026392961876832845,0.1935483870967742,0.032596153846153844,0.7173076923076923,1.2350320512820512,0.6666666666666666,0.01982018798528811,0.026011560693641616,0.005704901028610943,0.461519425884682,0.5207373271889401,0.5470100864553314,0.16216216216216217,YAR030C,non_ess
